CodMun;REGIAO;COD UF;UF;NOME MUNIC;POP EST;CLASSE POP
2515708;2 - Nordeste;25;PB;SERRA GRANDE;3078;1 - Até 5000
2515807;2 - Nordeste;25;PB;SERRA REDONDA;7053;2 - 5001 até 10000
2515906;2 - Nordeste;25;PB;SERRARIA;6153;2 - 5001 até 10000
2515930;2 - Nordeste;25;PB;SERTAOZINHO;4892;1 - Até 5000
2515971;2 - Nordeste;25;PB;SOBRADO;7712;2 - 5001 até 10000
2516003;2 - Nordeste;25;PB;SOLANEA;26734;4 - 20001 até 50000
2516102;2 - Nordeste;25;PB;SOLEDADE;14714;3 - 10001 até 20000
2516151;2 - Nordeste;25;PB;SOSSEGO;3475;1 - Até 5000
2516201;2 - Nordeste;25;PB;SOUSA;68822;5 - 50001 até 100000
2516300;2 - Nordeste;25;PB;SUME;16784;3 - 10001 até 20000
2516409;2 - Nordeste;25;PB;CAMPO DE SANTANA;10822;3 - 10001 até 20000
2516508;2 - Nordeste;25;PB;TAPEROA;15376;3 - 10001 até 20000
2516607;2 - Nordeste;25;PB;TAVARES;14568;3 - 10001 até 20000
2516706;2 - Nordeste;25;PB;TEIXEIRA;14974;3 - 10001 até 20000
2516755;2 - Nordeste;25;PB;TENORIO;3011;1 - Até 5000
2516805;2 - Nordeste;25;PB;TRIUNFO;9447;2 - 5001 até 10000
2516904;2 - Nordeste;25;PB;UIRAUNA;15228;3 - 10001 até 20000
2517001;2 - Nordeste;25;PB;UMBUZEIRO;9889;2 - 5001 até 10000
2517100;2 - Nordeste;25;PB;VARZEA;2747;1 - Até 5000
2517209;2 - Nordeste;25;PB;VIEIROPOLIS;5295;2 - 5001 até 10000
2517407;2 - Nordeste;25;PB;ZABELE;2208;1 - Até 5000
2600054;2 - Nordeste;26;PE;ABREU E LIMA;98602;5 - 50001 até 100000
2600104;2 - Nordeste;26;PE;AFOGADOS DA INGAZEIRA;36709;4 - 20001 até 50000
2600203;2 - Nordeste;26;PE;AFRANIO;19031;3 - 10001 até 20000
2600302;2 - Nordeste;26;PE;AGRESTINA;24256;4 - 20001 até 50000
2600401;2 - Nordeste;26;PE;AGUA PRETA;35698;4 - 20001 até 50000
2600500;2 - Nordeste;26;PE;AGUAS BELAS;42566;4 - 20001 até 50000
2600609;2 - Nordeste;26;PE;ALAGOINHA;14341;3 - 10001 até 20000
2600708;2 - Nordeste;26;PE;ALIANCA;38255;4 - 20001 até 50000
2600807;2 - Nordeste;26;PE;ALTINHO;22876;4 - 20001 até 50000
2600906;2 - Nordeste;26;PE;AMARAJI;22643;4 - 20001 até 50000
2601003;2 - Nordeste;26;PE;ANGELIM;10882;3 - 10001 até 20000
2601052;2 - Nordeste;26;PE;ARACOIABA;19816;3 - 10001 até 20000
2601102;2 - Nordeste;26;PE;ARARIPINA;82800;5 - 50001 até 100000
2601201;2 - Nordeste;26;PE;ARCOVERDE;72625;5 - 50001 até 100000
2601300;2 - Nordeste;26;PE;BARRA DE GUABIRABA;13953;3 - 10001 até 20000
2601409;2 - Nordeste;26;PE;BARREIROS;42220;4 - 20001 até 50000
2601508;2 - Nordeste;26;PE;BELEM DE MARIA;11888;3 - 10001 até 20000
2601607;2 - Nordeste;26;PE;BELEM DE SAO FRANCISCO;20675;4 - 20001 até 50000
2601706;2 - Nordeste;26;PE;BELO JARDIM;75462;5 - 50001 até 100000
2601805;2 - Nordeste;26;PE;BETANIA;12539;3 - 10001 até 20000
2601904;2 - Nordeste;26;PE;BEZERROS;60386;5 - 50001 até 100000
2602001;2 - Nordeste;26;PE;BODOCO;37317;4 - 20001 até 50000
2602100;2 - Nordeste;26;PE;BOM CONSELHO;47760;4 - 20001 até 50000
2602209;2 - Nordeste;26;PE;BOM JARDIM;38924;4 - 20001 até 50000
2602308;2 - Nordeste;26;PE;BONITO;38094;4 - 20001 até 50000
2602407;2 - Nordeste;26;PE;BREJAO;8989;2 - 5001 até 10000
2602506;2 - Nordeste;26;PE;BREJINHO;7464;2 - 5001 até 10000
2602605;2 - Nordeste;26;PE;BREJO DA MADRE DE DEUS;49092;4 - 20001 até 50000
2602704;2 - Nordeste;26;PE;BUENOS AIRES;13012;3 - 10001 até 20000
2602803;2 - Nordeste;26;PE;BUIQUE;56523;5 - 50001 até 100000
2602902;2 - Nordeste;26;PE;CABO DE SANTO AGOSTINHO;200546;6 - 100001 até 500000
2603009;2 - Nordeste;26;PE;CABROBO;33247;4 - 20001 até 50000
2603108;2 - Nordeste;26;PE;CACHOEIRINHA;19951;3 - 10001 até 20000
2603207;2 - Nordeste;26;PE;CAETES;28145;4 - 20001 até 50000
2603306;2 - Nordeste;26;PE;CALCADO;11136;3 - 10001 até 20000
2603405;2 - Nordeste;26;PE;CALUMBI;5745;2 - 5001 até 10000
2603454;2 - Nordeste;26;PE;CAMARAGIBE;154054;6 - 100001 até 500000
2603504;2 - Nordeste;26;PE;CAMOCIM DE SAO FELIX;18292;3 - 10001 até 20000
2603603;2 - Nordeste;26;PE;CAMUTANGA;8450;2 - 5001 até 10000
2603702;2 - Nordeste;26;PE;CANHOTINHO;24837;4 - 20001 até 50000
2603801;2 - Nordeste;26;PE;CAPOEIRAS;19997;3 - 10001 até 20000
2603900;2 - Nordeste;26;PE;CARNAIBA;19318;3 - 10001 até 20000
2603926;2 - Nordeste;26;PE;CARNAUBEIRA DA PENHA;12603;3 - 10001 até 20000
2604007;2 - Nordeste;26;PE;CARPINA;81054;5 - 50001 até 100000
2604106;2 - Nordeste;26;PE;CARUARU;347088;6 - 100001 até 500000
2604155;2 - Nordeste;26;PE;CASINHAS;14219;3 - 10001 até 20000
2604205;2 - Nordeste;26;PE;CATENDE;41369;4 - 20001 até 50000
2604304;2 - Nordeste;26;PE;CEDRO;11515;3 - 10001 até 20000
2604403;2 - Nordeste;26;PE;CHA DE ALEGRIA;13206;3 - 10001 até 20000
2604502;2 - Nordeste;26;PE;CHA GRANDE;21274;4 - 20001 até 50000
2604601;2 - Nordeste;26;PE;CONDADO;25823;4 - 20001 até 50000
2604700;2 - Nordeste;26;PE;CORRENTES;17968;3 - 10001 até 20000
2604809;2 - Nordeste;26;PE;CORTES;12602;3 - 10001 até 20000
2604908;2 - Nordeste;26;PE;CUMARU;13132;3 - 10001 até 20000
2605004;2 - Nordeste;26;PE;CUPIRA;23841;4 - 20001 até 50000
2605103;2 - Nordeste;26;PE;CUSTODIA;36184;4 - 20001 até 50000
2605152;2 - Nordeste;26;PE;DORMENTES;18321;3 - 10001 até 20000
2605202;2 - Nordeste;26;PE;ESCADA;67381;5 - 50001 até 100000
2605301;2 - Nordeste;26;PE;EXU;31928;4 - 20001 até 50000
2605400;2 - Nordeste;26;PE;FEIRA NOVA;21710;4 - 20001 até 50000
2605459;2 - Nordeste;26;PE;FERNANDO DE NORONHA;2930;1 - Até 5000
2605509;2 - Nordeste;26;PE;FERREIROS;11957;3 - 10001 até 20000
2605608;2 - Nordeste;26;PE;FLORES;22588;4 - 20001 até 50000
2605707;2 - Nordeste;26;PE;FLORESTA;31809;4 - 20001 até 50000
2605806;2 - Nordeste;26;PE;FREI MIGUELINHO;15137;3 - 10001 até 20000
2605905;2 - Nordeste;26;PE;GAMELEIRA;30132;4 - 20001 até 50000
2606002;2 - Nordeste;26;PE;GARANHUNS;136949;6 - 100001 até 500000
2606101;2 - Nordeste;26;PE;GLORIA DO GOITA;30220;4 - 20001 até 50000
2606200;2 - Nordeste;26;PE;GOIANA;78618;5 - 50001 até 100000
2606309;2 - Nordeste;26;PE;GRANITO;7308;2 - 5001 até 10000
2606408;2 - Nordeste;26;PE;GRAVATA;81893;5 - 50001 até 100000
2606507;2 - Nordeste;26;PE;IATI;19010;3 - 10001 até 20000
2606606;2 - Nordeste;26;PE;IBIMIRIM;28604;4 - 20001 até 50000
2606705;2 - Nordeste;26;PE;IBIRAJUBA;7725;2 - 5001 até 10000
2606804;2 - Nordeste;26;PE;IGARASSU;112463;6 - 100001 até 500000
2606903;2 - Nordeste;26;PE;IGUARACI;12137;3 - 10001 até 20000
2607000;2 - Nordeste;26;PE;INAJA;21932;4 - 20001 até 50000
2607109;2 - Nordeste;26;PE;INGAZEIRA;4556;1 - Até 5000
2607208;2 - Nordeste;26;PE;IPOJUCA;91341;5 - 50001 até 100000
2607307;2 - Nordeste;26;PE;IPUBI;29721;4 - 20001 até 50000
2607406;2 - Nordeste;26;PE;ITACURUBA;4754;1 - Até 5000
2607505;2 - Nordeste;26;PE;ITAIBA;26412;4 - 20001 até 50000
2607604;2 - Nordeste;26;PE;ILHA DE ITAMARACA;24888;4 - 20001 até 50000
2607653;2 - Nordeste;26;PE;ITAMBE;36278;4 - 20001 até 50000
2607703;2 - Nordeste;26;PE;ITAPETIM;13780;3 - 10001 até 20000
2607752;2 - Nordeste;26;PE;ITAPISSUMA;25798;4 - 20001 até 50000
2607802;2 - Nordeste;26;PE;ITAQUITINGA;16753;3 - 10001 até 20000
2607901;2 - Nordeste;26;PE;JABOATAO DOS GUARARAPES;686122;7 - Maior que 500000
2607950;2 - Nordeste;26;PE;JAQUEIRA;11664;3 - 10001 até 20000
2608008;2 - Nordeste;26;PE;JATAUBA;16858;3 - 10001 até 20000
2608057;2 - Nordeste;26;PE;JATOBA;14587;3 - 10001 até 20000
2608107;2 - Nordeste;26;PE;JOAO ALFREDO;32939;4 - 20001 até 50000
2608206;2 - Nordeste;26;PE;JOAQUIM NABUCO;16021;3 - 10001 até 20000
2608255;2 - Nordeste;26;PE;JUCATI;11202;3 - 10001 até 20000
2608305;2 - Nordeste;26;PE;JUPI;14525;3 - 10001 até 20000
2608404;2 - Nordeste;26;PE;JUREMA;15171;3 - 10001 até 20000
2608453;2 - Nordeste;26;PE;LAGOA DO CARRO;17454;3 - 10001 até 20000
2608503;2 - Nordeste;26;PE;LAGOA DO ITAENGA;21276;4 - 20001 até 50000
2608602;2 - Nordeste;26;PE;LAGOA DO OURO;12865;3 - 10001 até 20000
2608701;2 - Nordeste;26;PE;LAGOA DOS GATOS;16161;3 - 10001 até 20000
2608750;2 - Nordeste;26;PE;LAGOA GRANDE;24757;4 - 20001 até 50000
2608800;2 - Nordeste;26;PE;LAJEDO;39240;4 - 20001 até 50000
2608909;2 - Nordeste;26;PE;LIMOEIRO;56269;5 - 50001 até 100000
2609006;2 - Nordeste;26;PE;MACAPARANA;25011;4 - 20001 até 50000
2609105;2 - Nordeste;26;PE;MACHADOS;15313;3 - 10001 até 20000
2609154;2 - Nordeste;26;PE;MANARI;20302;4 - 20001 até 50000
2609204;2 - Nordeste;26;PE;MARAIAL;11711;3 - 10001 até 20000
2609303;2 - Nordeste;26;PE;MIRANDIBA;15098;3 - 10001 até 20000
2609402;2 - Nordeste;26;PE;MORENO;61016;5 - 50001 até 100000
2609501;2 - Nordeste;26;PE;NAZARE DA MATA;32064;4 - 20001 até 50000
2609600;2 - Nordeste;26;PE;OLINDA;389494;6 - 100001 até 500000
2609709;2 - Nordeste;26;PE;OROBO;23663;4 - 20001 até 50000
2609808;2 - Nordeste;26;PE;OROCO;14445;3 - 10001 até 20000
2609907;2 - Nordeste;26;PE;OURICURI;67676;5 - 50001 até 100000
2610004;2 - Nordeste;26;PE;PALMARES;62300;5 - 50001 até 100000
2610103;2 - Nordeste;26;PE;PALMEIRINA;7969;2 - 5001 até 10000
2610202;2 - Nordeste;26;PE;PANELAS;26464;4 - 20001 até 50000
2610301;2 - Nordeste;26;PE;PARANATAMA;11357;3 - 10001 até 20000
2610400;2 - Nordeste;26;PE;PARNAMIRIM;21193;4 - 20001 até 50000
2610509;2 - Nordeste;26;PE;PASSIRA;28982;4 - 20001 até 50000
2610608;2 - Nordeste;26;PE;PAUDALHO;55028;5 - 50001 até 100000
2610707;2 - Nordeste;26;PE;PAULISTA;322730;6 - 100001 até 500000
2610806;2 - Nordeste;26;PE;PEDRA;22401;4 - 20001 até 50000
2610905;2 - Nordeste;26;PE;PESQUEIRA;66153;5 - 50001 até 100000
2611002;2 - Nordeste;26;PE;PETROLANDIA;35342;4 - 20001 até 50000
2611101;2 - Nordeste;26;PE;PETROLINA;331951;6 - 100001 até 500000
2611200;2 - Nordeste;26;PE;POCAO;11265;3 - 10001 até 20000
2611309;2 - Nordeste;26;PE;POMBOS;26841;4 - 20001 até 50000
2611408;2 - Nordeste;26;PE;PRIMAVERA;14509;3 - 10001 até 20000
2611507;2 - Nordeste;26;PE;QUIPAPA;25536;4 - 20001 até 50000
2611533;2 - Nordeste;26;PE;QUIXABA;6823;2 - 5001 até 10000
2611606;2 - Nordeste;26;PE;RECIFE;1617183;7 - Maior que 500000
2611705;2 - Nordeste;26;PE;RIACHO DAS ALMAS;20177;4 - 20001 até 50000
2611804;2 - Nordeste;26;PE;RIBEIRAO;46659;4 - 20001 até 50000
2611903;2 - Nordeste;26;PE;RIO FORMOSO;23181;4 - 20001 até 50000
2612000;2 - Nordeste;26;PE;SAIRE;10437;3 - 10001 até 20000
2612109;2 - Nordeste;26;PE;SALGADINHO;10423;3 - 10001 até 20000
2612208;2 - Nordeste;26;PE;SALGUEIRO;59769;5 - 50001 até 100000
2612307;2 - Nordeste;26;PE;SALOA;15742;3 - 10001 até 20000
2612406;2 - Nordeste;26;PE;SANHARO;25047;4 - 20001 até 50000
2612455;2 - Nordeste;26;PE;SANTA CRUZ;14857;3 - 10001 até 20000
2612471;2 - Nordeste;26;PE;SANTA CRUZ DA BAIXA VERDE;12375;3 - 10001 até 20000
2612505;2 - Nordeste;26;PE;SANTA CRUZ DO CAPIBARIBE;101485;6 - 100001 até 500000
2612554;2 - Nordeste;26;PE;SANTA FILOMENA;14172;3 - 10001 até 20000
2612604;2 - Nordeste;26;PE;SANTA MARIA DA BOA VISTA;41293;4 - 20001 até 50000
2612703;2 - Nordeste;26;PE;SANTA MARIA DO CAMBUCA;13826;3 - 10001 até 20000
2612802;2 - Nordeste;26;PE;SANTA TEREZINHA;11627;3 - 10001 até 20000
2612901;2 - Nordeste;26;PE;SAO BENEDITO DO SUL;15305;3 - 10001 até 20000
2613008;2 - Nordeste;26;PE;SAO BENTO DO UNA;57659;5 - 50001 até 100000
2613107;2 - Nordeste;26;PE;SAO CAITANO;36763;4 - 20001 até 50000
2613206;2 - Nordeste;26;PE;SAO JOAO;22403;4 - 20001 até 50000
2613305;2 - Nordeste;26;PE;SAO JOAQUIM DO MONTE;21171;4 - 20001 até 50000
2613404;2 - Nordeste;26;PE;SAO JOSE DA COROA GRANDE;20335;4 - 20001 até 50000
2613503;2 - Nordeste;26;PE;SAO JOSE DO BELMONTE;33677;4 - 20001 até 50000
2613602;2 - Nordeste;26;PE;SAO JOSE DO EGITO;33365;4 - 20001 até 50000
2613701;2 - Nordeste;26;PE;SAO LOURENCO DA MATA;110264;6 - 100001 até 500000
2613800;2 - Nordeste;26;PE;SAO VICENTE FERRER;17763;3 - 10001 até 20000
2613909;2 - Nordeste;26;PE;SERRA TALHADA;84352;5 - 50001 até 100000
2614006;2 - Nordeste;26;PE;SERRITA;19017;3 - 10001 até 20000
2614105;2 - Nordeste;26;PE;SERTANIA;35367;4 - 20001 até 50000
2614204;2 - Nordeste;26;PE;SIRINHAEM;44187;4 - 20001 até 50000
2614303;2 - Nordeste;26;PE;MOREILANDIA;11242;3 - 10001 até 20000
2614402;2 - Nordeste;26;PE;SOLIDAO;5949;2 - 5001 até 10000
2614501;2 - Nordeste;26;PE;SURUBIM;63166;5 - 50001 até 100000
2614600;2 - Nordeste;26;PE;TABIRA;27958;4 - 20001 até 50000
2614709;2 - Nordeste;26;PE;TACAIMBO;12891;3 - 10001 até 20000
2614808;2 - Nordeste;26;PE;TACARATU;24626;4 - 20001 até 50000
2614857;2 - Nordeste;26;PE;TAMANDARE;22591;4 - 20001 até 50000
2615003;2 - Nordeste;26;PE;TAQUARITINGA DO NORTE;27592;4 - 20001 até 50000
2615102;2 - Nordeste;26;PE;TEREZINHA;7057;2 - 5001 até 10000
2615201;2 - Nordeste;26;PE;TERRA NOVA;10185;3 - 10001 até 20000
2615300;2 - Nordeste;26;PE;TIMBAUBA;53581;5 - 50001 até 100000
2615409;2 - Nordeste;26;PE;TORITAMA;42123;4 - 20001 até 50000
2615508;2 - Nordeste;26;PE;TRACUNHAEM;13596;3 - 10001 até 20000
2615607;2 - Nordeste;26;PE;TRINDADE;29519;4 - 20001 até 50000
2615706;2 - Nordeste;26;PE;TRIUNFO;15250;3 - 10001 até 20000
2615805;2 - Nordeste;26;PE;TUPANATINGA;26454;4 - 20001 até 50000
2615904;2 - Nordeste;26;PE;TUPARETAMA;8149;2 - 5001 até 10000
2616001;2 - Nordeste;26;PE;VENTUROSA;17870;3 - 10001 até 20000
2616100;2 - Nordeste;26;PE;VERDEJANTE;9450;2 - 5001 até 10000
2616183;2 - Nordeste;26;PE;VERTENTE DO LERIO;7746;2 - 5001 até 10000
2616209;2 - Nordeste;26;PE;VERTENTES;19976;3 - 10001 até 20000
2616308;2 - Nordeste;26;PE;VICENCIA;32157;4 - 20001 até 50000
2616407;2 - Nordeste;26;PE;VITORIA DE SANTO ANTAO;135805;6 - 100001 até 500000
2616506;2 - Nordeste;26;PE;XEXEU;14584;3 - 10001 até 20000
2700102;2 - Nordeste;27;AL;AGUA BRANCA;20434;4 - 20001 até 50000
2700201;2 - Nordeste;27;AL;ANADIA;17847;3 - 10001 até 20000
2700300;2 - Nordeste;27;AL;ARAPIRACA;231053;6 - 100001 até 500000
2700409;2 - Nordeste;27;AL;ATALAIA;47298;4 - 20001 até 50000
2700508;2 - Nordeste;27;AL;BARRA DE SANTO ANTONIO;15742;3 - 10001 até 20000
2700607;2 - Nordeste;27;AL;BARRA DE SAO MIGUEL;8266;2 - 5001 até 10000
2700706;2 - Nordeste;27;AL;BATALHA;18496;3 - 10001 até 20000
2700805;2 - Nordeste;27;AL;BELEM;4585;1 - Até 5000
2700904;2 - Nordeste;27;AL;BELO MONTE;6775;2 - 5001 até 10000
2701001;2 - Nordeste;27;AL;BOCA DA MATA;27399;4 - 20001 até 50000
2701100;2 - Nordeste;27;AL;BRANQUINHA;10745;3 - 10001 até 20000
2701209;2 - Nordeste;27;AL;CACIMBINHAS;10818;3 - 10001 até 20000
2701308;2 - Nordeste;27;AL;CAJUEIRO;21355;4 - 20001 até 50000
2701357;2 - Nordeste;27;AL;CAMPESTRE;6978;2 - 5001 até 10000
2701407;2 - Nordeste;27;AL;CAMPO ALEGRE;56430;5 - 50001 até 100000
2701506;2 - Nordeste;27;AL;CAMPO GRANDE;9664;2 - 5001 até 10000
2701605;2 - Nordeste;27;AL;CANAPI;17976;3 - 10001 até 20000
2701704;2 - Nordeste;27;AL;CAPELA;17507;3 - 10001 até 20000
2701803;2 - Nordeste;27;AL;CARNEIROS;8969;2 - 5001 até 10000
2701902;2 - Nordeste;27;AL;CHA PRETA;7421;2 - 5001 até 10000
2702009;2 - Nordeste;27;AL;COITE DO NOIA;10992;3 - 10001 até 20000
2702108;2 - Nordeste;27;AL;COLONIA LEOPOLDINA;21636;4 - 20001 até 50000
2702207;2 - Nordeste;27;AL;COQUEIRO SECO;5870;2 - 5001 até 10000
2702306;2 - Nordeste;27;AL;CORURIPE;56631;5 - 50001 até 100000
2702355;2 - Nordeste;27;AL;CRAIBAS;24288;4 - 20001 até 50000
2702405;2 - Nordeste;27;AL;DELMIRO GOUVEIA;51997;5 - 50001 até 100000
2702504;2 - Nordeste;27;AL;DOIS RIACHOS;11224;3 - 10001 até 20000
2702553;2 - Nordeste;27;AL;ESTRELA DE ALAGOAS;18306;3 - 10001 até 20000
2702603;2 - Nordeste;27;AL;FEIRA GRANDE;22432;4 - 20001 até 50000
2702702;2 - Nordeste;27;AL;FELIZ DESERTO;4746;1 - Até 5000
2702801;2 - Nordeste;27;AL;FLEXEIRAS;12917;3 - 10001 até 20000
2702900;2 - Nordeste;27;AL;GIRAU DO PONCIANO;40519;4 - 20001 até 50000
2703007;2 - Nordeste;27;AL;IBATEGUARA;15803;3 - 10001 até 20000
2703106;2 - Nordeste;27;AL;IGACI;26041;4 - 20001 até 50000
2703205;2 - Nordeste;27;AL;IGREJA NOVA;24575;4 - 20001 até 50000
2703304;2 - Nordeste;27;AL;INHAPI;18621;3 - 10001 até 20000
2703403;2 - Nordeste;27;AL;JACARE DOS HOMENS;5429;2 - 5001 até 10000
2703502;2 - Nordeste;27;AL;JACUIPE;7162;2 - 5001 até 10000
2703601;2 - Nordeste;27;AL;JAPARATINGA;8350;2 - 5001 até 10000
2703700;2 - Nordeste;27;AL;JARAMATAIA;5695;2 - 5001 até 10000
2703759;2 - Nordeste;27;AL;JEQUIA DA PRAIA;11869;3 - 10001 até 20000
2703809;2 - Nordeste;27;AL;JOAQUIM GOMES;24061;4 - 20001 até 50000
2703908;2 - Nordeste;27;AL;JUNDIA;4269;1 - Até 5000
2704005;2 - Nordeste;27;AL;JUNQUEIRO;25084;4 - 20001 até 50000
2704104;2 - Nordeste;27;AL;LAGOA DA CANOA;18343;3 - 10001 até 20000
2704203;2 - Nordeste;27;AL;LIMOEIRO DE ANADIA;28621;4 - 20001 até 50000
2704302;2 - Nordeste;27;AL;MACEIO;1013773;7 - Maior que 500000
2704401;2 - Nordeste;27;AL;MAJOR ISIDORO;20047;4 - 20001 até 50000
2704500;2 - Nordeste;27;AL;MARAGOGI;32171;4 - 20001 até 50000
2704609;2 - Nordeste;27;AL;MARAVILHA;9770;2 - 5001 até 10000
2704708;2 - Nordeste;27;AL;MARECHAL DEODORO;51132;5 - 50001 até 100000
2704807;2 - Nordeste;27;AL;MARIBONDO;13665;3 - 10001 até 20000
2704906;2 - Nordeste;27;AL;MAR VERMELHO;3622;1 - Até 5000
2705002;2 - Nordeste;27;AL;MATA GRANDE;25590;4 - 20001 até 50000
2705101;2 - Nordeste;27;AL;MATRIZ DE CAMARAGIBE;25008;4 - 20001 até 50000
2705200;2 - Nordeste;27;AL;MESSIAS;17576;3 - 10001 até 20000
2705309;2 - Nordeste;27;AL;MINADOR DO NEGRAO;5425;2 - 5001 até 10000
2705408;2 - Nordeste;27;AL;MONTEIROPOLIS;7241;2 - 5001 até 10000
2705507;2 - Nordeste;27;AL;MURICI;28335;4 - 20001 até 50000
2705606;2 - Nordeste;27;AL;NOVO LINO;12643;3 - 10001 até 20000
2705705;2 - Nordeste;27;AL;OLHO D'AGUA DAS FLORES;21641;4 - 20001 até 50000
2705804;2 - Nordeste;27;AL;OLHO D'AGUA DO CASADO;9298;2 - 5001 até 10000
2705903;2 - Nordeste;27;AL;OLHO D'AGUA GRANDE;5178;2 - 5001 até 10000
2706000;2 - Nordeste;27;AL;OLIVENCA;11688;3 - 10001 até 20000
2706109;2 - Nordeste;27;AL;OURO BRANCO;11537;3 - 10001 até 20000
2706208;2 - Nordeste;27;AL;PALESTINA;5004;2 - 5001 até 10000
2706307;2 - Nordeste;27;AL;PALMEIRA DOS INDIOS;73878;5 - 50001 até 100000
2706406;2 - Nordeste;27;AL;PAO DE ACUCAR;24878;4 - 20001 até 50000
2706422;2 - Nordeste;27;AL;PARICONHA;10601;3 - 10001 até 20000
2706448;2 - Nordeste;27;AL;PARIPUEIRA;12887;3 - 10001 até 20000
2706505;2 - Nordeste;27;AL;PASSO DE CAMARAGIBE;15419;3 - 10001 até 20000
2706604;2 - Nordeste;27;AL;PAULO JACINTO;7682;2 - 5001 até 10000
2706703;2 - Nordeste;27;AL;PENEDO;64074;5 - 50001 até 100000
2706802;2 - Nordeste;27;AL;PIACABUCU;18011;3 - 10001 até 20000
2706901;2 - Nordeste;27;AL;PILAR;35295;4 - 20001 até 50000
2707008;2 - Nordeste;27;AL;PINDOBA;2956;1 - Até 5000
2707107;2 - Nordeste;27;AL;PIRANHAS;24950;4 - 20001 até 50000
2707206;2 - Nordeste;27;AL;POCO DAS TRINCHEIRAS;14493;3 - 10001 até 20000
2707305;2 - Nordeste;27;AL;PORTO CALVO;27288;4 - 20001 até 50000
2707404;2 - Nordeste;27;AL;PORTO DE PEDRAS;8151;2 - 5001 até 10000
2707503;2 - Nordeste;27;AL;PORTO REAL DO COLEGIO;20205;4 - 20001 até 50000
2707602;2 - Nordeste;27;AL;QUEBRANGULO;11592;3 - 10001 até 20000
2707701;2 - Nordeste;27;AL;RIO LARGO;75645;5 - 50001 até 100000
2707800;2 - Nordeste;27;AL;ROTEIRO;6803;2 - 5001 até 10000
2707909;2 - Nordeste;27;AL;SANTA LUZIA DO NORTE;7325;2 - 5001 até 10000
2708006;2 - Nordeste;27;AL;SANTANA DO IPANEMA;47820;4 - 20001 até 50000
2708105;2 - Nordeste;27;AL;SANTANA DO MUNDAU;11009;3 - 10001 até 20000
2708204;2 - Nordeste;27;AL;SAO BRAS;7034;2 - 5001 até 10000
2708303;2 - Nordeste;27;AL;SAO JOSE DA LAJE;24048;4 - 20001 até 50000
2708402;2 - Nordeste;27;AL;SAO JOSE DA TAPERA;32271;4 - 20001 até 50000
2708501;2 - Nordeste;27;AL;SAO LUIS DO QUITUNDE;34623;4 - 20001 até 50000
2708600;2 - Nordeste;27;AL;SAO MIGUEL DOS CAMPOS;60539;5 - 50001 até 100000
2708709;2 - Nordeste;27;AL;SAO MIGUEL DOS MILAGRES;7876;2 - 5001 até 10000
2708808;2 - Nordeste;27;AL;SAO SEBASTIAO;34211;4 - 20001 até 50000
2708907;2 - Nordeste;27;AL;SATUBA;13381;3 - 10001 até 20000
2708956;2 - Nordeste;27;AL;SENADOR RUI PALMEIRA;13909;3 - 10001 até 20000
2709004;2 - Nordeste;27;AL;TANQUE D'ARCA;6319;2 - 5001 até 10000
2709103;2 - Nordeste;27;AL;TAQUARANA;19980;3 - 10001 até 20000
2709152;2 - Nordeste;27;AL;TEOTONIO VILELA;44169;4 - 20001 até 50000
2709202;2 - Nordeste;27;AL;TRAIPU;27798;4 - 20001 até 50000
2709301;2 - Nordeste;27;AL;UNIAO DOS PALMARES;66017;5 - 50001 até 100000
2709400;2 - Nordeste;27;AL;VICOSA;26212;4 - 20001 até 50000
2800100;2 - Nordeste;28;SE;AMPARO DE SAO FRANCISCO;2374;1 - Até 5000
2800209;2 - Nordeste;28;SE;AQUIDABA;21312;4 - 20001 até 50000
2800308;2 - Nordeste;28;SE;ARACAJU;632744;7 - Maior que 500000
2800407;2 - Nordeste;28;SE;ARAUA;10574;3 - 10001 até 20000
2800506;2 - Nordeste;28;SE;AREIA BRANCA;18164;3 - 10001 até 20000
2800605;2 - Nordeste;28;SE;BARRA DOS COQUEIROS;28677;4 - 20001 até 50000
2800670;2 - Nordeste;28;SE;BOQUIM;26750;4 - 20001 até 50000
2800704;2 - Nordeste;28;SE;BREJO GRANDE;8218;2 - 5001 até 10000
2801009;2 - Nordeste;28;SE;CAMPO DO BRITO;17858;3 - 10001 até 20000
2801108;2 - Nordeste;28;SE;CANHOBA;4057;1 - Até 5000
2801207;2 - Nordeste;28;SE;CANINDE DE SAO FRANCISCO;28279;4 - 20001 até 50000
2801306;2 - Nordeste;28;SE;CAPELA;33374;4 - 20001 até 50000
2801405;2 - Nordeste;28;SE;CARIRA;21484;4 - 20001 até 50000
2801504;2 - Nordeste;28;SE;CARMOPOLIS;15622;3 - 10001 até 20000
2801603;2 - Nordeste;28;SE;CEDRO DE SAO JOAO;5890;2 - 5001 até 10000
2801702;2 - Nordeste;28;SE;CRISTINAPOLIS;17911;3 - 10001 até 20000
2801900;2 - Nordeste;28;SE;CUMBE;3985;1 - Até 5000
2802007;2 - Nordeste;28;SE;DIVINA PASTORA;4890;1 - Até 5000
2802106;2 - Nordeste;28;SE;ESTANCIA;68405;5 - 50001 até 100000
2802205;2 - Nordeste;28;SE;FEIRA NOVA;5573;2 - 5001 até 10000
2802304;2 - Nordeste;28;SE;FREI PAULO;15047;3 - 10001 até 20000
