CodMun;Regiao;UF;Cod UF;Mun;Populacao;Faixa_pop
3115805;3 - Sudeste;MG;31;Centralina;10346;3 - 10001 até 20000
3115904;3 - Sudeste;MG;31;Chácara;3186;1 - Até 5000
3116001;3 - Sudeste;MG;31;Chalé;5699;2 - 5001 até 10000
3116100;3 - Sudeste;MG;31;Chapada do Norte;15345;3 - 10001 até 20000
3116159;3 - Sudeste;MG;31;Chapada Gaúcha;13953;3 - 10001 até 20000
3116209;3 - Sudeste;MG;31;Chiador;2671;1 - Até 5000
3116308;3 - Sudeste;MG;31;Cipotânea;6799;2 - 5001 até 10000
3116407;3 - Sudeste;MG;31;Claraval;4853;1 - Até 5000
3116506;3 - Sudeste;MG;31;Claro dos Poções;7514;2 - 5001 até 10000
3116605;3 - Sudeste;MG;31;Cláudio;28859;4 - 20001 até 50000
3116704;3 - Sudeste;MG;31;Coimbra;7594;2 - 5001 até 10000
3116803;3 - Sudeste;MG;31;Coluna;8841;2 - 5001 até 10000
3116902;3 - Sudeste;MG;31;Comendador Gomes;3120;1 - Até 5000
3117009;3 - Sudeste;MG;31;Comercinho;6774;2 - 5001 até 10000
3117108;3 - Sudeste;MG;31;Conceição da Aparecida;10322;3 - 10001 até 20000
3117207;3 - Sudeste;MG;31;Conceição das Pedras;2813;1 - Até 5000
3117306;3 - Sudeste;MG;31;Conceição das Alagoas;28346;4 - 20001 até 50000
3117405;3 - Sudeste;MG;31;Conceição de Ipanema;4578;1 - Até 5000
3117504;3 - Sudeste;MG;31;Conceição do Mato Dentro;17503;3 - 10001 até 20000
3117603;3 - Sudeste;MG;31;Conceição do Pará;5533;2 - 5001 até 10000
3117702;3 - Sudeste;MG;31;Conceição do Rio Verde;13684;3 - 10001 até 20000
3117801;3 - Sudeste;MG;31;Conceição dos Ouros;11748;3 - 10001 até 20000
3117836;3 - Sudeste;MG;31;Cônego Marinho;7686;2 - 5001 até 10000
3117876;3 - Sudeste;MG;31;Confins;6800;2 - 5001 até 10000
3117900;3 - Sudeste;MG;31;Congonhal;12082;3 - 10001 até 20000
3118007;3 - Sudeste;MG;31;Congonhas;55309;5 - 50001 até 100000
3118106;3 - Sudeste;MG;31;Congonhas do Norte;5046;2 - 5001 até 10000
3118205;3 - Sudeste;MG;31;Conquista;6969;2 - 5001 até 10000
3118304;3 - Sudeste;MG;31;Conselheiro Lafaiete;129606;6 - 100001 até 500000
3118403;3 - Sudeste;MG;31;Conselheiro Pena;22949;4 - 20001 até 50000
3118502;3 - Sudeste;MG;31;Consolação;1784;1 - Até 5000
3118601;3 - Sudeste;MG;31;Contagem;668949;7 - Maior que 500000
3118700;3 - Sudeste;MG;31;Coqueiral;9128;2 - 5001 até 10000
3118809;3 - Sudeste;MG;31;Coração de Jesus;26611;4 - 20001 até 50000
3118908;3 - Sudeste;MG;31;Cordisburgo;8897;2 - 5001 até 10000
3119005;3 - Sudeste;MG;31;Cordislândia;3542;1 - Até 5000
3119104;3 - Sudeste;MG;31;Corinto;23668;4 - 20001 até 50000
3119203;3 - Sudeste;MG;31;Coroaci;9943;2 - 5001 até 10000
3119302;3 - Sudeste;MG;31;Coromandel;27966;4 - 20001 até 50000
3119401;3 - Sudeste;MG;31;Coronel Fabriciano;110290;6 - 100001 até 500000
3119500;3 - Sudeste;MG;31;Coronel Murta;9215;2 - 5001 até 10000
3119609;3 - Sudeste;MG;31;Coronel Pacheco;3090;1 - Até 5000
3119708;3 - Sudeste;MG;31;Coronel Xavier Chaves;3441;1 - Até 5000
3119807;3 - Sudeste;MG;31;Córrego Danta;3191;1 - Até 5000
3119906;3 - Sudeste;MG;31;Córrego do Bom Jesus;3694;1 - Até 5000
3119955;3 - Sudeste;MG;31;Córrego Fundo;6382;2 - 5001 até 10000
3120003;3 - Sudeste;MG;31;Córrego Novo;2728;1 - Até 5000
3120102;3 - Sudeste;MG;31;Couto de Magalhães de Minas;4423;1 - Até 5000
3120151;3 - Sudeste;MG;31;Crisólita;6760;2 - 5001 até 10000
3120201;3 - Sudeste;MG;31;Cristais;12931;3 - 10001 até 20000
3120300;3 - Sudeste;MG;31;Cristália;5982;2 - 5001 até 10000
3120409;3 - Sudeste;MG;31;Cristiano Otoni;5156;2 - 5001 até 10000
3120508;3 - Sudeste;MG;31;Cristina;10226;3 - 10001 até 20000
3120607;3 - Sudeste;MG;31;Crucilândia;5054;2 - 5001 até 10000
3120706;3 - Sudeste;MG;31;Cruzeiro da Fortaleza;3639;1 - Até 5000
3120805;3 - Sudeste;MG;31;Cruzília;15474;3 - 10001 até 20000
3120839;3 - Sudeste;MG;31;Cuparaque;5005;2 - 5001 até 10000
3120870;3 - Sudeste;MG;31;Curral de Dentro;7799;2 - 5001 até 10000
3120904;3 - Sudeste;MG;31;Curvelo;80616;5 - 50001 até 100000
3121001;3 - Sudeste;MG;31;Datas;5421;2 - 5001 até 10000
3121100;3 - Sudeste;MG;31;Delfim Moreira;8016;2 - 5001 até 10000
3121209;3 - Sudeste;MG;31;Delfinópolis;7131;2 - 5001 até 10000
3121258;3 - Sudeste;MG;31;Delta;10768;3 - 10001 até 20000
3121308;3 - Sudeste;MG;31;Descoberto;5029;2 - 5001 até 10000
3121407;3 - Sudeste;MG;31;Desterro de Entre Rios;7255;2 - 5001 até 10000
3121506;3 - Sudeste;MG;31;Desterro do Melo;2884;1 - Até 5000
3121605;3 - Sudeste;MG;31;Diamantina;47825;4 - 20001 até 50000
3121704;3 - Sudeste;MG;31;Diogo de Vasconcelos;3790;1 - Até 5000
3121803;3 - Sudeste;MG;31;Dionísio;7609;2 - 5001 até 10000
3121902;3 - Sudeste;MG;31;Divinésia;3424;1 - Até 5000
3122009;3 - Sudeste;MG;31;Divino;19976;3 - 10001 até 20000
3122108;3 - Sudeste;MG;31;Divino das Laranjeiras;4974;1 - Até 5000
3122207;3 - Sudeste;MG;31;Divinolândia de Minas;7614;2 - 5001 até 10000
3122306;3 - Sudeste;MG;31;Divinópolis;240408;6 - 100001 até 500000
3122355;3 - Sudeste;MG;31;Divisa Alegre;6868;2 - 5001 até 10000
3122405;3 - Sudeste;MG;31;Divisa Nova;6025;2 - 5001 até 10000
3122454;3 - Sudeste;MG;31;Divisópolis;11211;3 - 10001 até 20000
3122470;3 - Sudeste;MG;31;Dom Bosco;3655;1 - Até 5000
3122504;3 - Sudeste;MG;31;Dom Cavati;5048;2 - 5001 até 10000
3122603;3 - Sudeste;MG;31;Dom Joaquim;4451;1 - Até 5000
3122702;3 - Sudeste;MG;31;Dom Silvério;5232;2 - 5001 até 10000
3122801;3 - Sudeste;MG;31;Dom Viçoso;2997;1 - Até 5000
3122900;3 - Sudeste;MG;31;Dona Euzébia;6619;2 - 5001 até 10000
3123007;3 - Sudeste;MG;31;Dores de Campos;10223;3 - 10001 até 20000
3123106;3 - Sudeste;MG;31;Dores de Guanhães;5154;2 - 5001 até 10000
3123205;3 - Sudeste;MG;31;Dores do Indaiá;13427;3 - 10001 até 20000
3123304;3 - Sudeste;MG;31;Dores do Turvo;4230;1 - Até 5000
3123403;3 - Sudeste;MG;31;Doresópolis;1533;1 - Até 5000
3123502;3 - Sudeste;MG;31;Douradoquara;1912;1 - Até 5000
3123528;3 - Sudeste;MG;31;Durandé;7870;2 - 5001 até 10000
3123601;3 - Sudeste;MG;31;Elói Mendes;28320;4 - 20001 até 50000
3123700;3 - Sudeste;MG;31;Engenheiro Caldas;11202;3 - 10001 até 20000
3123809;3 - Sudeste;MG;31;Engenheiro Navarro;7241;2 - 5001 até 10000
3123858;3 - Sudeste;MG;31;Entre Folhas;5377;2 - 5001 até 10000
3123908;3 - Sudeste;MG;31;Entre Rios de Minas;15380;3 - 10001 até 20000
3124005;3 - Sudeste;MG;31;Ervália;18958;3 - 10001 até 20000
3124104;3 - Sudeste;MG;31;Esmeraldas;71551;5 - 50001 até 100000
3124203;3 - Sudeste;MG;31;Espera Feliz;25122;4 - 20001 até 50000
3124302;3 - Sudeste;MG;31;Espinosa;31610;4 - 20001 até 50000
3124401;3 - Sudeste;MG;31;Espírito Santo do Dourado;4710;1 - Até 5000
3124500;3 - Sudeste;MG;31;Estiva;11386;3 - 10001 até 20000
3124609;3 - Sudeste;MG;31;Estrela Dalva;2325;1 - Até 5000
3124708;3 - Sudeste;MG;31;Estrela do Indaiá;3491;1 - Até 5000
3124807;3 - Sudeste;MG;31;Estrela do Sul;8018;2 - 5001 até 10000
3124906;3 - Sudeste;MG;31;Eugenópolis;11330;3 - 10001 até 20000
3125002;3 - Sudeste;MG;31;Ewbank da Câmara;3923;1 - Até 5000
3125101;3 - Sudeste;MG;31;Extrema;36951;4 - 20001 até 50000
3125200;3 - Sudeste;MG;31;Fama;2376;1 - Até 5000
3125309;3 - Sudeste;MG;31;Faria Lemos;3221;1 - Até 5000
3125408;3 - Sudeste;MG;31;Felício dos Santos;4704;1 - Até 5000
3125507;3 - Sudeste;MG;31;São Gonçalo do Rio Preto;3173;1 - Até 5000
3125606;3 - Sudeste;MG;31;Felisburgo;7504;2 - 5001 até 10000
3125705;3 - Sudeste;MG;31;Felixlândia;15433;3 - 10001 até 20000
3125804;3 - Sudeste;MG;31;Fernandes Tourinho;3466;1 - Até 5000
3125903;3 - Sudeste;MG;31;Ferros;9696;2 - 5001 até 10000
3125952;3 - Sudeste;MG;31;Fervedouro;11054;3 - 10001 até 20000
3126000;3 - Sudeste;MG;31;Florestal;7533;2 - 5001 até 10000
3126109;3 - Sudeste;MG;31;Formiga;67822;5 - 50001 até 100000
3126208;3 - Sudeste;MG;31;Formoso;9688;2 - 5001 até 10000
3126307;3 - Sudeste;MG;31;Fortaleza de Minas;4437;1 - Até 5000
3126406;3 - Sudeste;MG;31;Fortuna de Minas;2967;1 - Até 5000
3126505;3 - Sudeste;MG;31;Francisco Badaró;10321;3 - 10001 até 20000
3126604;3 - Sudeste;MG;31;Francisco Dumont;5242;2 - 5001 até 10000
3126703;3 - Sudeste;MG;31;Francisco Sá;26369;4 - 20001 até 50000
3126752;3 - Sudeste;MG;31;Franciscópolis;5338;2 - 5001 até 10000
3126802;3 - Sudeste;MG;31;Frei Gaspar;5869;2 - 5001 até 10000
3126901;3 - Sudeste;MG;31;Frei Inocêncio;9664;2 - 5001 até 10000
3126950;3 - Sudeste;MG;31;Frei Lagonegro;3487;1 - Até 5000
3127008;3 - Sudeste;MG;31;Fronteira;18492;3 - 10001 até 20000
3127057;3 - Sudeste;MG;31;Fronteira dos Vales;4561;1 - Até 5000
3127073;3 - Sudeste;MG;31;Fruta de Leite;5299;2 - 5001 até 10000
3127107;3 - Sudeste;MG;31;Frutal;60012;5 - 50001 até 100000
3127206;3 - Sudeste;MG;31;Funilândia;4392;1 - Até 5000
3127305;3 - Sudeste;MG;31;Galiléia;6790;2 - 5001 até 10000
3127339;3 - Sudeste;MG;31;Gameleiras;5096;2 - 5001 até 10000
3127354;3 - Sudeste;MG;31;Glaucilândia;3164;1 - Até 5000
3127370;3 - Sudeste;MG;31;Goiabeira;3378;1 - Até 5000
3127388;3 - Sudeste;MG;31;Goianá;3990;1 - Até 5000
3127404;3 - Sudeste;MG;31;Gonçalves;4355;1 - Até 5000
3127503;3 - Sudeste;MG;31;Gonzaga;6171;2 - 5001 até 10000
3127602;3 - Sudeste;MG;31;Gouveia;11818;3 - 10001 até 20000
3127701;3 - Sudeste;MG;31;Governador Valadares;281046;6 - 100001 até 500000
3127800;3 - Sudeste;MG;31;Grão Mogol;15890;3 - 10001 até 20000
3127909;3 - Sudeste;MG;31;Grupiara;1387;1 - Até 5000
3128006;3 - Sudeste;MG;31;Guanhães;34573;4 - 20001 até 50000
3128105;3 - Sudeste;MG;31;Guapé;14258;3 - 10001 até 20000
3128204;3 - Sudeste;MG;31;Guaraciaba;10315;3 - 10001 até 20000
3128253;3 - Sudeste;MG;31;Guaraciama;4989;1 - Até 5000
3128303;3 - Sudeste;MG;31;Guaranésia;19017;3 - 10001 até 20000
3128402;3 - Sudeste;MG;31;Guarani;8918;2 - 5001 até 10000
3128501;3 - Sudeste;MG;31;Guarará;3775;1 - Até 5000
3128600;3 - Sudeste;MG;31;Guarda-Mor;6569;2 - 5001 até 10000
3128709;3 - Sudeste;MG;31;Guaxupé;52078;5 - 50001 até 100000
3128808;3 - Sudeste;MG;31;Guidoval;7051;2 - 5001 até 10000
3128907;3 - Sudeste;MG;31;Guimarânia;8105;2 - 5001 até 10000
3129004;3 - Sudeste;MG;31;Guiricema;8343;2 - 5001 até 10000
3129103;3 - Sudeste;MG;31;Gurinhatã;5577;2 - 5001 até 10000
3129202;3 - Sudeste;MG;31;Heliodora;6591;2 - 5001 até 10000
3129301;3 - Sudeste;MG;31;Iapu;11045;3 - 10001 até 20000
3129400;3 - Sudeste;MG;31;Ibertioga;5010;2 - 5001 até 10000
3129509;3 - Sudeste;MG;31;Ibiá;25358;4 - 20001 até 50000
3129608;3 - Sudeste;MG;31;Ibiaí;8437;2 - 5001 até 10000
3129657;3 - Sudeste;MG;31;Ibiracatu;5369;2 - 5001 até 10000
3129707;3 - Sudeste;MG;31;Ibiraci;13986;3 - 10001 até 20000
3129806;3 - Sudeste;MG;31;Ibirité;182153;6 - 100001 até 500000
3129905;3 - Sudeste;MG;31;Ibitiúra de Minas;3492;1 - Até 5000
3130002;3 - Sudeste;MG;31;Ibituruna;2996;1 - Até 5000
3130051;3 - Sudeste;MG;31;Icaraí de Minas;12097;3 - 10001 até 20000
3130101;3 - Sudeste;MG;31;Igarapé;43817;4 - 20001 até 50000
3130200;3 - Sudeste;MG;31;Igaratinga;11005;3 - 10001 até 20000
3130309;3 - Sudeste;MG;31;Iguatama;7923;2 - 5001 até 10000
3130408;3 - Sudeste;MG;31;Ijaci;6610;2 - 5001 até 10000
3130507;3 - Sudeste;MG;31;Ilicínea;12444;3 - 10001 até 20000
3130556;3 - Sudeste;MG;31;Imbé de Minas;6940;2 - 5001 até 10000
3130606;3 - Sudeste;MG;31;Inconfidentes;7358;2 - 5001 até 10000
3130655;3 - Sudeste;MG;31;Indaiabira;7339;2 - 5001 até 10000
3130705;3 - Sudeste;MG;31;Indianópolis;6951;2 - 5001 até 10000
3130804;3 - Sudeste;MG;31;Ingaí;2776;1 - Até 5000
3130903;3 - Sudeste;MG;31;Inhapim;24079;4 - 20001 até 50000
3131000;3 - Sudeste;MG;31;Inhaúma;6312;2 - 5001 até 10000
3131109;3 - Sudeste;MG;31;Inimutaba;7560;2 - 5001 até 10000
3131158;3 - Sudeste;MG;31;Ipaba;18769;3 - 10001 até 20000
3131208;3 - Sudeste;MG;31;Ipanema;20000;3 - 10001 até 20000
3131307;3 - Sudeste;MG;31;Ipatinga;265409;6 - 100001 até 500000
3131406;3 - Sudeste;MG;31;Ipiaçu;4225;1 - Até 5000
3131505;3 - Sudeste;MG;31;Ipuiúna;10118;3 - 10001 até 20000
3131604;3 - Sudeste;MG;31;Iraí de Minas;7027;2 - 5001 até 10000
3131703;3 - Sudeste;MG;31;Itabira;120904;6 - 100001 até 500000
3131802;3 - Sudeste;MG;31;Itabirinha;11576;3 - 10001 até 20000
3131901;3 - Sudeste;MG;31;Itabirito;52446;5 - 50001 até 100000
3132008;3 - Sudeste;MG;31;Itacambira;5417;2 - 5001 até 10000
3132107;3 - Sudeste;MG;31;Itacarambi;18164;3 - 10001 até 20000
3132206;3 - Sudeste;MG;31;Itaguara;13435;3 - 10001 até 20000
3132305;3 - Sudeste;MG;31;Itaipé;12836;3 - 10001 até 20000
3132404;3 - Sudeste;MG;31;Itajubá;97334;5 - 50001 até 100000
3132503;3 - Sudeste;MG;31;Itamarandiba;34936;4 - 20001 até 50000
3132602;3 - Sudeste;MG;31;Itamarati de Minas;4375;1 - Até 5000
3132701;3 - Sudeste;MG;31;Itambacuri;23209;4 - 20001 até 50000
3132800;3 - Sudeste;MG;31;Itambé do Mato Dentro;2056;1 - Até 5000
3132909;3 - Sudeste;MG;31;Itamogi;10157;3 - 10001 até 20000
3133006;3 - Sudeste;MG;31;Itamonte;15714;3 - 10001 até 20000
3133105;3 - Sudeste;MG;31;Itanhandu;15423;3 - 10001 até 20000
3133204;3 - Sudeste;MG;31;Itanhomi;12244;3 - 10001 até 20000
3133303;3 - Sudeste;MG;31;Itaobim;21029;4 - 20001 até 50000
3133402;3 - Sudeste;MG;31;Itapagipe;15379;3 - 10001 até 20000
3133501;3 - Sudeste;MG;31;Itapecerica;21761;4 - 20001 até 50000
3133600;3 - Sudeste;MG;31;Itapeva;9881;2 - 5001 até 10000
3133709;3 - Sudeste;MG;31;Itatiaiuçu;11252;3 - 10001 até 20000
3133758;3 - Sudeste;MG;31;Itaú de Minas;16199;3 - 10001 até 20000
3133808;3 - Sudeste;MG;31;Itaúna;93847;5 - 50001 até 100000
3133907;3 - Sudeste;MG;31;Itaverava;5369;2 - 5001 até 10000
3134004;3 - Sudeste;MG;31;Itinga;15022;3 - 10001 até 20000
3134103;3 - Sudeste;MG;31;Itueta;6063;2 - 5001 até 10000
3134202;3 - Sudeste;MG;31;Ituiutaba;105255;6 - 100001 até 500000
3134301;3 - Sudeste;MG;31;Itumirim;6000;2 - 5001 até 10000
3134400;3 - Sudeste;MG;31;Iturama;39690;4 - 20001 até 50000
3134509;3 - Sudeste;MG;31;Itutinga;3768;1 - Até 5000
3134608;3 - Sudeste;MG;31;Jaboticatubas;20418;4 - 20001 até 50000
3134707;3 - Sudeste;MG;31;Jacinto;12323;3 - 10001 até 20000
3134806;3 - Sudeste;MG;31;Jacuí;7691;2 - 5001 até 10000
3134905;3 - Sudeste;MG;31;Jacutinga;26264;4 - 20001 até 50000
3135001;3 - Sudeste;MG;31;Jaguaraçu;3142;1 - Até 5000
3135050;3 - Sudeste;MG;31;Jaíba;39388;4 - 20001 até 50000
3135076;3 - Sudeste;MG;31;Jampruca;5429;2 - 5001 até 10000
3135100;3 - Sudeste;MG;31;Janaúba;72018;5 - 50001 até 100000
3135209;3 - Sudeste;MG;31;Januária;67852;5 - 50001 até 100000
3135308;3 - Sudeste;MG;31;Japaraíba;4384;1 - Até 5000
3135357;3 - Sudeste;MG;31;Japonvar;7982;2 - 5001 até 10000
3135407;3 - Sudeste;MG;31;Jeceaba;4852;1 - Até 5000
3135456;3 - Sudeste;MG;31;Jenipapo de Minas;7738;2 - 5001 até 10000
3135506;3 - Sudeste;MG;31;Jequeri;12315;3 - 10001 até 20000
3135605;3 - Sudeste;MG;31;Jequitaí;7468;2 - 5001 até 10000
3135704;3 - Sudeste;MG;31;Jequitibá;5207;2 - 5001 até 10000
3135803;3 - Sudeste;MG;31;Jequitinhonha;25474;4 - 20001 até 50000
3135902;3 - Sudeste;MG;31;Jesuânia;4780;1 - Até 5000
3136009;3 - Sudeste;MG;31;Joaíma;15455;3 - 10001 até 20000
3136108;3 - Sudeste;MG;31;Joanésia;4476;1 - Até 5000
3136207;3 - Sudeste;MG;31;João Monlevade;80416;5 - 50001 até 100000
3136306;3 - Sudeste;MG;31;João Pinheiro;47726;4 - 20001 até 50000
3136405;3 - Sudeste;MG;31;Joaquim Felício;4727;1 - Até 5000
3136504;3 - Sudeste;MG;31;Jordânia;10842;3 - 10001 até 20000
3136520;3 - Sudeste;MG;31;José Gonçalves de Minas;4487;1 - Até 5000
3136553;3 - Sudeste;MG;31;José Raydan;5050;2 - 5001 até 10000
3136579;3 - Sudeste;MG;31;Josenópolis;4889;1 - Até 5000
3136603;3 - Sudeste;MG;31;Nova União;5732;2 - 5001 até 10000
3136652;3 - Sudeste;MG;31;Juatuba;27392;4 - 20001 até 50000
3136702;3 - Sudeste;MG;31;Juiz de Fora;573285;7 - Maior que 500000
3136801;3 - Sudeste;MG;31;Juramento;4345;1 - Até 5000
3136900;3 - Sudeste;MG;31;Juruaia;10681;3 - 10001 até 20000
3136959;3 - Sudeste;MG;31;Juvenília;5715;2 - 5001 até 10000
3137007;3 - Sudeste;MG;31;Ladainha;18193;3 - 10001 até 20000
3137106;3 - Sudeste;MG;31;Lagamar;7600;2 - 5001 até 10000
3137205;3 - Sudeste;MG;31;Lagoa da Prata;52711;5 - 50001 até 100000
3137304;3 - Sudeste;MG;31;Lagoa dos Patos;4082;1 - Até 5000
3137403;3 - Sudeste;MG;31;Lagoa Dourada;13063;3 - 10001 até 20000
3137502;3 - Sudeste;MG;31;Lagoa Formosa;18111;3 - 10001 até 20000
3137536;3 - Sudeste;MG;31;Lagoa Grande;9608;2 - 5001 até 10000
3137601;3 - Sudeste;MG;31;Lagoa Santa;65657;5 - 50001 até 100000
3137700;3 - Sudeste;MG;31;Lajinha;19918;3 - 10001 até 20000
3137809;3 - Sudeste;MG;31;Lambari;20907;4 - 20001 até 50000
3137908;3 - Sudeste;MG;31;Lamim;3379;1 - Até 5000
3138005;3 - Sudeste;MG;31;Laranjal;6833;2 - 5001 até 10000
3138104;3 - Sudeste;MG;31;Lassance;6503;2 - 5001 até 10000
3138203;3 - Sudeste;MG;31;Lavras;104783;6 - 100001 até 500000
3138302;3 - Sudeste;MG;31;Leandro Ferreira;3226;1 - Até 5000
3138351;3 - Sudeste;MG;31;Leme do Prado;4920;1 - Até 5000
3138401;3 - Sudeste;MG;31;Leopoldina;52640;5 - 50001 até 100000
3138500;3 - Sudeste;MG;31;Liberdade;5031;2 - 5001 até 10000
3138609;3 - Sudeste;MG;31;Lima Duarte;16724;3 - 10001 até 20000
3138625;3 - Sudeste;MG;31;Limeira do Oeste;7589;2 - 5001 até 10000
3138658;3 - Sudeste;MG;31;Lontra;9714;2 - 5001 até 10000
3138674;3 - Sudeste;MG;31;Luisburgo;6258;2 - 5001 até 10000
3138682;3 - Sudeste;MG;31;Luislândia;6718;2 - 5001 até 10000
3138708;3 - Sudeste;MG;31;Luminárias;5438;2 - 5001 até 10000
3138807;3 - Sudeste;MG;31;Luz;18257;3 - 10001 até 20000
3138906;3 - Sudeste;MG;31;Machacalis;7111;2 - 5001 até 10000
3139003;3 - Sudeste;MG;31;Machado;42413;4 - 20001 até 50000
3139102;3 - Sudeste;MG;31;Madre de Deus de Minas;5109;2 - 5001 até 10000
3139201;3 - Sudeste;MG;31;Malacacheta;18602;3 - 10001 até 20000
3139250;3 - Sudeste;MG;31;Mamonas;6554;2 - 5001 até 10000
3139300;3 - Sudeste;MG;31;Manga;18226;3 - 10001 até 20000
3139409;3 - Sudeste;MG;31;Manhuaçu;91169;5 - 50001 até 100000
3139508;3 - Sudeste;MG;31;Manhumirim;22802;4 - 20001 até 50000
3139607;3 - Sudeste;MG;31;Mantena;27647;4 - 20001 até 50000
3139706;3 - Sudeste;MG;31;Maravilhas;8046;2 - 5001 até 10000
3139805;3 - Sudeste;MG;31;Mar de Espanha;12901;3 - 10001 até 20000
3139904;3 - Sudeste;MG;31;Maria da Fé;14056;3 - 10001 até 20000
3140001;3 - Sudeste;MG;31;Mariana;61288;5 - 50001 até 100000
3140100;3 - Sudeste;MG;31;Marilac;4097;1 - Até 5000
3140159;3 - Sudeste;MG;31;Mário Campos;15619;3 - 10001 até 20000
3140209;3 - Sudeste;MG;31;Maripá de Minas;2987;1 - Até 5000
3140308;3 - Sudeste;MG;31;Marliéria;4034;1 - Até 5000
3140407;3 - Sudeste;MG;31;Marmelópolis;2728;1 - Até 5000
3140506;3 - Sudeste;MG;31;Martinho Campos;13443;3 - 10001 até 20000
3140530;3 - Sudeste;MG;31;Martins Soares;8531;2 - 5001 até 10000
3140555;3 - Sudeste;MG;31;Mata Verde;8644;2 - 5001 até 10000
3140605;3 - Sudeste;MG;31;Materlândia;4436;1 - Até 5000
3140704;3 - Sudeste;MG;31;Mateus Leme;31364;4 - 20001 até 50000
3140803;3 - Sudeste;MG;31;Matias Barbosa;14548;3 - 10001 até 20000
3140852;3 - Sudeste;MG;31;Matias Cardoso;11260;3 - 10001 até 20000
3140902;3 - Sudeste;MG;31;Matipó;19005;3 - 10001 até 20000
3141009;3 - Sudeste;MG;31;Mato Verde;12412;3 - 10001 até 20000
3141108;3 - Sudeste;MG;31;Matozinhos;38151;4 - 20001 até 50000
3141207;3 - Sudeste;MG;31;Matutina;3741;1 - Até 5000
3141306;3 - Sudeste;MG;31;Medeiros;3832;1 - Até 5000
3141405;3 - Sudeste;MG;31;Medina;20759;4 - 20001 até 50000
3141504;3 - Sudeste;MG;31;Mendes Pimentel;6446;2 - 5001 até 10000
3141603;3 - Sudeste;MG;31;Mercês;10758;3 - 10001 até 20000
3141702;3 - Sudeste;MG;31;Mesquita;5546;2 - 5001 até 10000
3141801;3 - Sudeste;MG;31;Minas Novas;31497;4 - 20001 até 50000
3141900;3 - Sudeste;MG;31;Minduri;3893;1 - Até 5000
3142007;3 - Sudeste;MG;31;Mirabela;13620;3 - 10001 até 20000
3142106;3 - Sudeste;MG;31;Miradouro;10787;3 - 10001 até 20000
3142205;3 - Sudeste;MG;31;Miraí;15111;3 - 10001 até 20000
3142254;3 - Sudeste;MG;31;Miravânia;4914;1 - Até 5000
3142304;3 - Sudeste;MG;31;Moeda;4934;1 - Até 5000
3142403;3 - Sudeste;MG;31;Moema;7554;2 - 5001 até 10000
3142502;3 - Sudeste;MG;31;Monjolos;2202;1 - Até 5000
3142601;3 - Sudeste;MG;31;Monsenhor Paulo;8727;2 - 5001 até 10000
3142700;3 - Sudeste;MG;31;Montalvânia;14747;3 - 10001 até 20000
3142809;3 - Sudeste;MG;31;Monte Alegre de Minas;21236;4 - 20001 até 50000
3142908;3 - Sudeste;MG;31;Monte Azul;20696;4 - 20001 até 50000
3143005;3 - Sudeste;MG;31;Monte Belo;13152;3 - 10001 até 20000
3143104;3 - Sudeste;MG;31;Monte Carmelo;47931;4 - 20001 até 50000
3143153;3 - Sudeste;MG;31;Monte Formoso;4923;1 - Até 5000
3143203;3 - Sudeste;MG;31;Monte Santo de Minas;21513;4 - 20001 até 50000
3143302;3 - Sudeste;MG;31;Montes Claros;413487;6 - 100001 até 500000
3143401;3 - Sudeste;MG;31;Monte Sião;24029;4 - 20001 até 50000
3143450;3 - Sudeste;MG;31;Montezuma;8315;2 - 5001 até 10000
3143500;3 - Sudeste;MG;31;Morada Nova de Minas;8910;2 - 5001 até 10000
3143609;3 - Sudeste;MG;31;Morro da Garça;2437;1 - Até 5000
3143708;3 - Sudeste;MG;31;Morro do Pilar;3153;1 - Até 5000
3143807;3 - Sudeste;MG;31;Munhoz;5994;2 - 5001 até 10000
3143906;3 - Sudeste;MG;31;Muriaé;109392;6 - 100001 até 500000
3144003;3 - Sudeste;MG;31;Mutum;26961;4 - 20001 até 50000
3144102;3 - Sudeste;MG;31;Muzambinho;20545;4 - 20001 até 50000
3144201;3 - Sudeste;MG;31;Nacip Raydan;3220;1 - Até 5000
3144300;3 - Sudeste;MG;31;Nanuque;40665;4 - 20001 até 50000
3144359;3 - Sudeste;MG;31;Naque;7051;2 - 5001 até 10000
3144375;3 - Sudeste;MG;31;Natalândia;3308;1 - Até 5000
3144409;3 - Sudeste;MG;31;Natércia;4728;1 - Até 5000
3144508;3 - Sudeste;MG;31;Nazareno;8660;2 - 5001 até 10000
3144607;3 - Sudeste;MG;31;Nepomuceno;26826;4 - 20001 até 50000
3144656;3 - Sudeste;MG;31;Ninheira;10326;3 - 10001 até 20000
3144672;3 - Sudeste;MG;31;Nova Belém;3128;1 - Até 5000
3144706;3 - Sudeste;MG;31;Nova Era;17551;3 - 10001 até 20000
3144805;3 - Sudeste;MG;31;Nova Lima;96157;5 - 50001 até 100000
3144904;3 - Sudeste;MG;31;Nova Módica;3573;1 - Até 5000
3145000;3 - Sudeste;MG;31;Nova Ponte;15800;3 - 10001 até 20000
3145059;3 - Sudeste;MG;31;Nova Porteirinha;7497;2 - 5001 até 10000
3145109;3 - Sudeste;MG;31;Nova Resende;16832;3 - 10001 até 20000
