CodMun;Regiao;UF;Cod UF;Mun;Populacao;Faixa_pop
2207900;2 - Nordeste;PI;22;Pedro II;38778;4 - 20001 até 50000
2207934;2 - Nordeste;PI;22;Pedro Laurentino;2544;1 - Até 5000
2207959;2 - Nordeste;PI;22;Nova Santa Rita;4383;1 - Até 5000
2208007;2 - Nordeste;PI;22;Picos;78431;5 - 50001 até 100000
2208106;2 - Nordeste;PI;22;Pimenteiras;12139;3 - 10001 até 20000
2208205;2 - Nordeste;PI;22;Pio IX;18459;3 - 10001 até 20000
2208304;2 - Nordeste;PI;22;Piracuruca;28874;4 - 20001 até 50000
2208403;2 - Nordeste;PI;22;Piripiri;63787;5 - 50001 até 100000
2208502;2 - Nordeste;PI;22;Porto;12608;3 - 10001 até 20000
2208551;2 - Nordeste;PI;22;Porto Alegre do Piauí;2720;1 - Até 5000
2208601;2 - Nordeste;PI;22;Prata do Piauí;3150;1 - Até 5000
2208650;2 - Nordeste;PI;22;Queimada Nova;9017;2 - 5001 até 10000
2208700;2 - Nordeste;PI;22;Redenção do Gurguéia;8796;2 - 5001 até 10000
2208809;2 - Nordeste;PI;22;Regeneração;17979;3 - 10001 até 20000
2208858;2 - Nordeste;PI;22;Riacho Frio;4309;1 - Até 5000
2208874;2 - Nordeste;PI;22;Ribeira do Piauí;4488;1 - Até 5000
2208908;2 - Nordeste;PI;22;Ribeiro Gonçalves;7376;2 - 5001 até 10000
2209005;2 - Nordeste;PI;22;Rio Grande do Piauí;6433;2 - 5001 até 10000
2209104;2 - Nordeste;PI;22;Santa Cruz do Piauí;6247;2 - 5001 até 10000
2209153;2 - Nordeste;PI;22;Santa Cruz dos Milagres;4033;1 - Até 5000
2209203;2 - Nordeste;PI;22;Santa Filomena;6254;2 - 5001 até 10000
2209302;2 - Nordeste;PI;22;Santa Luz;5882;2 - 5001 até 10000
2209351;2 - Nordeste;PI;22;Santana do Piauí;4642;1 - Até 5000
2209377;2 - Nordeste;PI;22;Santa Rosa do Piauí;5255;2 - 5001 até 10000
2209401;2 - Nordeste;PI;22;Santo Antônio de Lisboa;6441;2 - 5001 até 10000
2209450;2 - Nordeste;PI;22;Santo Antônio dos Milagres;2166;1 - Até 5000
2209500;2 - Nordeste;PI;22;Santo Inácio do Piauí;3803;1 - Até 5000
2209559;2 - Nordeste;PI;22;São Braz do Piauí;4451;1 - Até 5000
2209609;2 - Nordeste;PI;22;São Félix do Piauí;2932;1 - Até 5000
2209658;2 - Nordeste;PI;22;São Francisco de Assis do Piauí;5779;2 - 5001 até 10000
2209708;2 - Nordeste;PI;22;São Francisco do Piauí;6420;2 - 5001 até 10000
2209757;2 - Nordeste;PI;22;São Gonçalo do Gurguéia;3057;1 - Até 5000
2209807;2 - Nordeste;PI;22;São Gonçalo do Piauí;5030;2 - 5001 até 10000
2209856;2 - Nordeste;PI;22;São João da Canabrava;4614;1 - Até 5000
2209872;2 - Nordeste;PI;22;São João da Fronteira;6064;2 - 5001 até 10000
2209906;2 - Nordeste;PI;22;São João da Serra;6122;2 - 5001 até 10000
2209955;2 - Nordeste;PI;22;São João da Varjota;4848;1 - Até 5000
2209971;2 - Nordeste;PI;22;São João do Arraial;8038;2 - 5001 até 10000
2210003;2 - Nordeste;PI;22;São João do Piauí;20662;4 - 20001 até 50000
2210052;2 - Nordeste;PI;22;São José do Divino;5354;2 - 5001 até 10000
2210102;2 - Nordeste;PI;22;São José do Peixe;3741;1 - Até 5000
2210201;2 - Nordeste;PI;22;São José do Piauí;6700;2 - 5001 até 10000
2210300;2 - Nordeste;PI;22;São Julião;6371;2 - 5001 até 10000
2210359;2 - Nordeste;PI;22;São Lourenço do Piauí;4577;1 - Até 5000
2210375;2 - Nordeste;PI;22;São Luis do Piauí;2646;1 - Até 5000
2210383;2 - Nordeste;PI;22;São Miguel da Baixa Grande;2454;1 - Até 5000
2210391;2 - Nordeste;PI;22;São Miguel do Fidalgo;3038;1 - Até 5000
2210409;2 - Nordeste;PI;22;São Miguel do Tapuio;17639;3 - 10001 até 20000
2210508;2 - Nordeste;PI;22;São Pedro do Piauí;14324;3 - 10001 até 20000
2210607;2 - Nordeste;PI;22;São Raimundo Nonato;34877;4 - 20001 até 50000
2210623;2 - Nordeste;PI;22;Sebastião Barros;3451;1 - Até 5000
2210631;2 - Nordeste;PI;22;Sebastião Leal;4303;1 - Até 5000
2210656;2 - Nordeste;PI;22;Sigefredo Pacheco;10058;3 - 10001 até 20000
2210706;2 - Nordeste;PI;22;Simões;14649;3 - 10001 até 20000
2210805;2 - Nordeste;PI;22;Simplício Mendes;12746;3 - 10001 até 20000
2210904;2 - Nordeste;PI;22;Socorro do Piauí;4563;1 - Até 5000
2210938;2 - Nordeste;PI;22;Sussuapara;6767;2 - 5001 até 10000
2210953;2 - Nordeste;PI;22;Tamboril do Piauí;2929;1 - Até 5000
2210979;2 - Nordeste;PI;22;Tanque do Piauí;2773;1 - Até 5000
2211001;2 - Nordeste;PI;22;Teresina;868075;7 - Maior que 500000
2211100;2 - Nordeste;PI;22;União;44569;4 - 20001 até 50000
2211209;2 - Nordeste;PI;22;Uruçuí;21655;4 - 20001 até 50000
2211308;2 - Nordeste;PI;22;Valença do Piauí;20929;4 - 20001 até 50000
2211357;2 - Nordeste;PI;22;Várzea Branca;4938;1 - Até 5000
2211407;2 - Nordeste;PI;22;Várzea Grande;4386;1 - Até 5000
2211506;2 - Nordeste;PI;22;Vera Mendes;3080;1 - Até 5000
2211605;2 - Nordeste;PI;22;Vila Nova do Piauí;2952;1 - Até 5000
2211704;2 - Nordeste;PI;22;Wall Ferraz;4471;1 - Até 5000
2300101;2 - Nordeste;CE;23;Abaiara;11853;3 - 10001 até 20000
2300150;2 - Nordeste;CE;23;Acarape;15036;3 - 10001 até 20000
2300200;2 - Nordeste;CE;23;Acaraú;63104;5 - 50001 até 100000
2300309;2 - Nordeste;CE;23;Acopiara;54481;5 - 50001 até 100000
2300408;2 - Nordeste;CE;23;Aiuaba;17493;3 - 10001 até 20000
2300507;2 - Nordeste;CE;23;Alcântaras;11781;3 - 10001 até 20000
2300606;2 - Nordeste;CE;23;Altaneira;7650;2 - 5001 até 10000
2300705;2 - Nordeste;CE;23;Alto Santo;17196;3 - 10001 até 20000
2300754;2 - Nordeste;CE;23;Amontada;43829;4 - 20001 até 50000
2300804;2 - Nordeste;CE;23;Antonina do Norte;7378;2 - 5001 até 10000
2300903;2 - Nordeste;CE;23;Apuiarés;14672;3 - 10001 até 20000
2301000;2 - Nordeste;CE;23;Aquiraz;80935;5 - 50001 até 100000
2301109;2 - Nordeste;CE;23;Aracati;74975;5 - 50001 até 100000
2301208;2 - Nordeste;CE;23;Aracoiaba;26535;4 - 20001 até 50000
2301257;2 - Nordeste;CE;23;Ararendá;10959;3 - 10001 até 20000
2301307;2 - Nordeste;CE;23;Araripe;21654;4 - 20001 até 50000
2301406;2 - Nordeste;CE;23;Aratuba;11802;3 - 10001 até 20000
2301505;2 - Nordeste;CE;23;Arneiroz;7844;2 - 5001 até 10000
2301604;2 - Nordeste;CE;23;Assaré;23478;4 - 20001 até 50000
2301703;2 - Nordeste;CE;23;Aurora;24610;4 - 20001 até 50000
2301802;2 - Nordeste;CE;23;Baixio;6303;2 - 5001 até 10000
2301851;2 - Nordeste;CE;23;Banabuiú;18256;3 - 10001 até 20000
2301901;2 - Nordeste;CE;23;Barbalha;61228;5 - 50001 até 100000
2301950;2 - Nordeste;CE;23;Barreira;22573;4 - 20001 até 50000
2302008;2 - Nordeste;CE;23;Barro;22758;4 - 20001 até 50000
2302057;2 - Nordeste;CE;23;Barroquinha;15044;3 - 10001 até 20000
2302107;2 - Nordeste;CE;23;Baturité;35941;4 - 20001 até 50000
2302206;2 - Nordeste;CE;23;Beberibe;53949;5 - 50001 até 100000
2302305;2 - Nordeste;CE;23;Bela Cruz;32722;4 - 20001 até 50000
2302404;2 - Nordeste;CE;23;Boa Viagem;54577;5 - 50001 até 100000
2302503;2 - Nordeste;CE;23;Brejo Santo;49842;4 - 20001 até 50000
2302602;2 - Nordeste;CE;23;Camocim;63907;5 - 50001 até 100000
2302701;2 - Nordeste;CE;23;Campos Sales;27470;4 - 20001 até 50000
2302800;2 - Nordeste;CE;23;Canindé;77244;5 - 50001 até 100000
2302909;2 - Nordeste;CE;23;Capistrano;17786;3 - 10001 até 20000
2303006;2 - Nordeste;CE;23;Caridade;22782;4 - 20001 até 50000
2303105;2 - Nordeste;CE;23;Cariré;18459;3 - 10001 até 20000
2303204;2 - Nordeste;CE;23;Caririaçu;26987;4 - 20001 até 50000
2303303;2 - Nordeste;CE;23;Cariús;18699;3 - 10001 até 20000
2303402;2 - Nordeste;CE;23;Carnaubal;17685;3 - 10001 até 20000
2303501;2 - Nordeste;CE;23;Cascavel;72232;5 - 50001 até 100000
2303600;2 - Nordeste;CE;23;Catarina;20871;4 - 20001 até 50000
2303659;2 - Nordeste;CE;23;Catunda;10376;3 - 10001 até 20000
2303709;2 - Nordeste;CE;23;Caucaia;365212;6 - 100001 até 500000
2303808;2 - Nordeste;CE;23;Cedro;25585;4 - 20001 até 50000
2303907;2 - Nordeste;CE;23;Chaval;13091;3 - 10001 até 20000
2303931;2 - Nordeste;CE;23;Choró;13565;3 - 10001 até 20000
2303956;2 - Nordeste;CE;23;Chorozinho;20274;4 - 20001 até 50000
2304004;2 - Nordeste;CE;23;Coreaú;23239;4 - 20001 até 50000
2304103;2 - Nordeste;CE;23;Crateús;75159;5 - 50001 até 100000
2304202;2 - Nordeste;CE;23;Crato;133031;6 - 100001 até 500000
2304236;2 - Nordeste;CE;23;Croatá;18133;3 - 10001 até 20000
2304251;2 - Nordeste;CE;23;Cruz;24977;4 - 20001 até 50000
2304269;2 - Nordeste;CE;23;Deputado Irapuan Pinheiro;9662;2 - 5001 até 10000
2304277;2 - Nordeste;CE;23;Ereré;7225;2 - 5001 até 10000
2304285;2 - Nordeste;CE;23;Eusébio;54337;5 - 50001 até 100000
2304301;2 - Nordeste;CE;23;Farias Brito;19389;3 - 10001 até 20000
2304350;2 - Nordeste;CE;23;Forquilha;24452;4 - 20001 até 50000
2304400;2 - Nordeste;CE;23;Fortaleza;2686612;7 - Maior que 500000
2304459;2 - Nordeste;CE;23;Fortim;16631;3 - 10001 até 20000
2304509;2 - Nordeste;CE;23;Frecheirinha;14134;3 - 10001 até 20000
2304608;2 - Nordeste;CE;23;General Sampaio;7694;2 - 5001 até 10000
2304657;2 - Nordeste;CE;23;Graça;14407;3 - 10001 até 20000
2304707;2 - Nordeste;CE;23;Granja;54962;5 - 50001 até 100000
2304806;2 - Nordeste;CE;23;Granjeiro;4814;1 - Até 5000
2304905;2 - Nordeste;CE;23;Groaíras;11144;3 - 10001 até 20000
2304954;2 - Nordeste;CE;23;Guaiúba;26290;4 - 20001 até 50000
2305001;2 - Nordeste;CE;23;Guaraciaba do Norte;40784;4 - 20001 até 50000
2305100;2 - Nordeste;CE;23;Guaramiranga;5132;2 - 5001 até 10000
2305209;2 - Nordeste;CE;23;Hidrolândia;20053;4 - 20001 até 50000
2305233;2 - Nordeste;CE;23;Horizonte;68529;5 - 50001 até 100000
2305266;2 - Nordeste;CE;23;Ibaretama;13369;3 - 10001 até 20000
2305308;2 - Nordeste;CE;23;Ibiapina;25082;4 - 20001 até 50000
2305332;2 - Nordeste;CE;23;Ibicuitinga;12629;3 - 10001 até 20000
2305357;2 - Nordeste;CE;23;Icapuí;20060;4 - 20001 até 50000
2305407;2 - Nordeste;CE;23;Icó;68162;5 - 50001 até 100000
2305506;2 - Nordeste;CE;23;Iguatu;103074;6 - 100001 até 500000
2305605;2 - Nordeste;CE;23;Independência;26187;4 - 20001 até 50000
2305654;2 - Nordeste;CE;23;Ipaporanga;11596;3 - 10001 até 20000
2305704;2 - Nordeste;CE;23;Ipaumirim;12485;3 - 10001 até 20000
2305803;2 - Nordeste;CE;23;Ipu;42058;4 - 20001 até 50000
2305902;2 - Nordeste;CE;23;Ipueiras;38114;4 - 20001 até 50000
2306009;2 - Nordeste;CE;23;Iracema;14326;3 - 10001 até 20000
2306108;2 - Nordeste;CE;23;Irauçuba;24305;4 - 20001 até 50000
2306207;2 - Nordeste;CE;23;Itaiçaba;7866;2 - 5001 até 10000
2306256;2 - Nordeste;CE;23;Itaitinga;38325;4 - 20001 até 50000
2306306;2 - Nordeste;CE;23;Itapajé;53067;5 - 50001 até 100000
2306405;2 - Nordeste;CE;23;Itapipoca;130539;6 - 100001 até 500000
2306504;2 - Nordeste;CE;23;Itapiúna;20520;4 - 20001 até 50000
2306553;2 - Nordeste;CE;23;Itarema;42215;4 - 20001 até 50000
2306603;2 - Nordeste;CE;23;Itatira;21836;4 - 20001 até 50000
2306702;2 - Nordeste;CE;23;Jaguaretama;18147;3 - 10001 até 20000
2306801;2 - Nordeste;CE;23;Jaguaribara;11492;3 - 10001 até 20000
2306900;2 - Nordeste;CE;23;Jaguaribe;34636;4 - 20001 até 50000
2307007;2 - Nordeste;CE;23;Jaguaruana;33834;4 - 20001 até 50000
2307106;2 - Nordeste;CE;23;Jardim;27181;4 - 20001 até 50000
2307205;2 - Nordeste;CE;23;Jati;8130;2 - 5001 até 10000
2307254;2 - Nordeste;CE;23;Jijoca de Jericoacoara;20087;4 - 20001 até 50000
2307304;2 - Nordeste;CE;23;Juazeiro do Norte;276264;6 - 100001 até 500000
2307403;2 - Nordeste;CE;23;Jucás;24892;4 - 20001 até 50000
2307502;2 - Nordeste;CE;23;Lavras da Mangabeira;31492;4 - 20001 até 50000
2307601;2 - Nordeste;CE;23;Limoeiro do Norte;59890;5 - 50001 até 100000
2307635;2 - Nordeste;CE;23;Madalena;19864;3 - 10001 até 20000
2307650;2 - Nordeste;CE;23;Maracanaú;229458;6 - 100001 até 500000
2307700;2 - Nordeste;CE;23;Maranguape;130346;6 - 100001 até 500000
2307809;2 - Nordeste;CE;23;Marco;27595;4 - 20001 até 50000
2307908;2 - Nordeste;CE;23;Martinópole;11321;3 - 10001 até 20000
2308005;2 - Nordeste;CE;23;Massapê;39044;4 - 20001 até 50000
2308104;2 - Nordeste;CE;23;Mauriti;48168;4 - 20001 até 50000
2308203;2 - Nordeste;CE;23;Meruoca;15185;3 - 10001 até 20000
2308302;2 - Nordeste;CE;23;Milagres;27462;4 - 20001 até 50000
2308351;2 - Nordeste;CE;23;Milhã;13142;3 - 10001 até 20000
2308377;2 - Nordeste;CE;23;Miraíma;13894;3 - 10001 até 20000
2308401;2 - Nordeste;CE;23;Missão Velha;35480;4 - 20001 até 50000
2308500;2 - Nordeste;CE;23;Mombaça;43858;4 - 20001 até 50000
2308609;2 - Nordeste;CE;23;Monsenhor Tabosa;17249;3 - 10001 até 20000
2308708;2 - Nordeste;CE;23;Morada Nova;61738;5 - 50001 até 100000
2308807;2 - Nordeste;CE;23;Moraújo;8779;2 - 5001 até 10000
2308906;2 - Nordeste;CE;23;Morrinhos;22685;4 - 20001 até 50000
2309003;2 - Nordeste;CE;23;Mucambo;14549;3 - 10001 até 20000
2309102;2 - Nordeste;CE;23;Mulungu;10941;3 - 10001 até 20000
2309201;2 - Nordeste;CE;23;Nova Olinda;15684;3 - 10001 até 20000
2309300;2 - Nordeste;CE;23;Nova Russas;32408;4 - 20001 até 50000
2309409;2 - Nordeste;CE;23;Novo Oriente;28673;4 - 20001 até 50000
2309458;2 - Nordeste;CE;23;Ocara;25833;4 - 20001 até 50000
2309508;2 - Nordeste;CE;23;Orós;21384;4 - 20001 até 50000
2309607;2 - Nordeste;CE;23;Pacajus;73188;5 - 50001 até 100000
2309706;2 - Nordeste;CE;23;Pacatuba;84554;5 - 50001 até 100000
2309805;2 - Nordeste;CE;23;Pacoti;12288;3 - 10001 até 20000
2309904;2 - Nordeste;CE;23;Pacujá;6549;2 - 5001 até 10000
2310001;2 - Nordeste;CE;23;Palhano;9422;2 - 5001 até 10000
2310100;2 - Nordeste;CE;23;Palmácia;13439;3 - 10001 até 20000
2310209;2 - Nordeste;CE;23;Paracuru;35304;4 - 20001 até 50000
2310258;2 - Nordeste;CE;23;Paraipaba;32992;4 - 20001 até 50000
2310308;2 - Nordeste;CE;23;Parambu;31455;4 - 20001 até 50000
2310407;2 - Nordeste;CE;23;Paramoti;12252;3 - 10001 até 20000
2310506;2 - Nordeste;CE;23;Pedra Branca;43309;4 - 20001 até 50000
2310605;2 - Nordeste;CE;23;Penaforte;9143;2 - 5001 até 10000
2310704;2 - Nordeste;CE;23;Pentecoste;37900;4 - 20001 até 50000
2310803;2 - Nordeste;CE;23;Pereiro;16331;3 - 10001 até 20000
2310852;2 - Nordeste;CE;23;Pindoretama;20769;4 - 20001 até 50000
2310902;2 - Nordeste;CE;23;Piquet Carneiro;17086;3 - 10001 até 20000
2310951;2 - Nordeste;CE;23;Pires Ferreira;11001;3 - 10001 até 20000
2311009;2 - Nordeste;CE;23;Poranga;12347;3 - 10001 até 20000
2311108;2 - Nordeste;CE;23;Porteiras;14958;3 - 10001 até 20000
2311207;2 - Nordeste;CE;23;Potengi;11106;3 - 10001 até 20000
2311231;2 - Nordeste;CE;23;Potiretama;6437;2 - 5001 até 10000
2311264;2 - Nordeste;CE;23;Quiterianópolis;21166;4 - 20001 até 50000
2311306;2 - Nordeste;CE;23;Quixadá;88321;5 - 50001 até 100000
2311355;2 - Nordeste;CE;23;Quixelô;16147;3 - 10001 até 20000
2311405;2 - Nordeste;CE;23;Quixeramobim;81778;5 - 50001 até 100000
2311504;2 - Nordeste;CE;23;Quixeré;22293;4 - 20001 até 50000
2311603;2 - Nordeste;CE;23;Redenção;29146;4 - 20001 até 50000
2311702;2 - Nordeste;CE;23;Reriutaba;18385;3 - 10001 até 20000
2311801;2 - Nordeste;CE;23;Russas;78882;5 - 50001 até 100000
2311900;2 - Nordeste;CE;23;Saboeiro;15788;3 - 10001 até 20000
2311959;2 - Nordeste;CE;23;Salitre;16635;3 - 10001 até 20000
2312007;2 - Nordeste;CE;23;Santana do Acaraú;32654;4 - 20001 até 50000
2312106;2 - Nordeste;CE;23;Santana do Cariri;17712;3 - 10001 até 20000
2312205;2 - Nordeste;CE;23;Santa Quitéria;43711;4 - 20001 até 50000
2312304;2 - Nordeste;CE;23;São Benedito;48131;4 - 20001 até 50000
2312403;2 - Nordeste;CE;23;São Gonçalo do Amarante;48869;4 - 20001 até 50000
2312502;2 - Nordeste;CE;23;São João do Jaguaribe;7601;2 - 5001 até 10000
2312601;2 - Nordeste;CE;23;São Luís do Curu;13044;3 - 10001 até 20000
2312700;2 - Nordeste;CE;23;Senador Pompeu;25456;4 - 20001 até 50000
2312809;2 - Nordeste;CE;23;Senador Sá;7691;2 - 5001 até 10000
2312908;2 - Nordeste;CE;23;Sobral;210711;6 - 100001 até 500000
2313005;2 - Nordeste;CE;23;Solonópole;18357;3 - 10001 até 20000
2313104;2 - Nordeste;CE;23;Tabuleiro do Norte;30807;4 - 20001 até 50000
2313203;2 - Nordeste;CE;23;Tamboril;26225;4 - 20001 até 50000
2313252;2 - Nordeste;CE;23;Tarrafas;8573;2 - 5001 até 10000
2313302;2 - Nordeste;CE;23;Tauá;59062;5 - 50001 até 100000
2313351;2 - Nordeste;CE;23;Tejuçuoca;19371;3 - 10001 até 20000
2313401;2 - Nordeste;CE;23;Tianguá;76537;5 - 50001 até 100000
2313500;2 - Nordeste;CE;23;Trairi;56291;5 - 50001 até 100000
2313559;2 - Nordeste;CE;23;Tururu;16431;3 - 10001 até 20000
2313609;2 - Nordeste;CE;23;Ubajara;35047;4 - 20001 até 50000
2313708;2 - Nordeste;CE;23;Umari;7736;2 - 5001 até 10000
2313757;2 - Nordeste;CE;23;Umirim;19903;3 - 10001 até 20000
2313807;2 - Nordeste;CE;23;Uruburetama;22040;4 - 20001 até 50000
2313906;2 - Nordeste;CE;23;Uruoca;13915;3 - 10001 até 20000
2313955;2 - Nordeste;CE;23;Varjota;18471;3 - 10001 até 20000
2314003;2 - Nordeste;CE;23;Várzea Alegre;40903;4 - 20001 até 50000
2314102;2 - Nordeste;CE;23;Viçosa do Ceará;61410;5 - 50001 até 100000
2400109;2 - Nordeste;RN;24;Acari;11121;3 - 10001 até 20000
2400208;2 - Nordeste;RN;24;Açu;58384;5 - 50001 até 100000
2400307;2 - Nordeste;RN;24;Afonso Bezerra;11029;3 - 10001 até 20000
2400406;2 - Nordeste;RN;24;Água Nova;3272;1 - Até 5000
2400505;2 - Nordeste;RN;24;Alexandria;13553;3 - 10001 até 20000
2400604;2 - Nordeste;RN;24;Almino Afonso;4710;1 - Até 5000
2400703;2 - Nordeste;RN;24;Alto do Rodrigues;14728;3 - 10001 até 20000
2400802;2 - Nordeste;RN;24;Angicos;11705;3 - 10001 até 20000
2400901;2 - Nordeste;RN;24;Antônio Martins;7154;2 - 5001 até 10000
2401008;2 - Nordeste;RN;24;Apodi;35874;4 - 20001 até 50000
2401107;2 - Nordeste;RN;24;Areia Branca;27967;4 - 20001 até 50000
2401206;2 - Nordeste;RN;24;Arês;14417;3 - 10001 até 20000
2401305;2 - Nordeste;RN;24;Campo Grande;9670;2 - 5001 até 10000
2401404;2 - Nordeste;RN;24;Baía Formosa;9322;2 - 5001 até 10000
2401453;2 - Nordeste;RN;24;Baraúna;28747;4 - 20001 até 50000
2401503;2 - Nordeste;RN;24;Barcelona;3994;1 - Até 5000
2401602;2 - Nordeste;RN;24;Bento Fernandes;5525;2 - 5001 até 10000
2401651;2 - Nordeste;RN;24;Bodó;2197;1 - Até 5000
2401701;2 - Nordeste;RN;24;Bom Jesus;10267;3 - 10001 até 20000
2401800;2 - Nordeste;RN;24;Brejinho;12787;3 - 10001 até 20000
2401859;2 - Nordeste;RN;24;Caiçara do Norte;6561;2 - 5001 até 10000
2401909;2 - Nordeste;RN;24;Caiçara do Rio do Vento;3715;1 - Até 5000
2402006;2 - Nordeste;RN;24;Caicó;68343;5 - 50001 até 100000
2402105;2 - Nordeste;RN;24;Campo Redondo;11291;3 - 10001 até 20000
2402204;2 - Nordeste;RN;24;Canguaretama;34548;4 - 20001 até 50000
2402303;2 - Nordeste;RN;24;Caraúbas;20541;4 - 20001 até 50000
2402402;2 - Nordeste;RN;24;Carnaúba dos Dantas;8239;2 - 5001 até 10000
2402501;2 - Nordeste;RN;24;Carnaubais;10867;3 - 10001 até 20000
2402600;2 - Nordeste;RN;24;Ceará-Mirim;73886;5 - 50001 até 100000
2402709;2 - Nordeste;RN;24;Cerro Corá;11181;3 - 10001 até 20000
2402808;2 - Nordeste;RN;24;Coronel Ezequiel;5504;2 - 5001 até 10000
2402907;2 - Nordeste;RN;24;Coronel João Pessoa;4915;1 - Até 5000
2403004;2 - Nordeste;RN;24;Cruzeta;7983;2 - 5001 até 10000
2403103;2 - Nordeste;RN;24;Currais Novos;44905;4 - 20001 até 50000
2403202;2 - Nordeste;RN;24;Doutor Severiano;7072;2 - 5001 até 10000
2403251;2 - Nordeste;RN;24;Parnamirim;267036;6 - 100001 até 500000
2403301;2 - Nordeste;RN;24;Encanto;5668;2 - 5001 até 10000
2403400;2 - Nordeste;RN;24;Equador;6054;2 - 5001 até 10000
2403509;2 - Nordeste;RN;24;Espírito Santo;10484;3 - 10001 até 20000
2403608;2 - Nordeste;RN;24;Extremoz;28936;4 - 20001 até 50000
2403707;2 - Nordeste;RN;24;Felipe Guerra;5997;2 - 5001 até 10000
2403756;2 - Nordeste;RN;24;Fernando Pedroza;3067;1 - Até 5000
2403806;2 - Nordeste;RN;24;Florânia;9786;2 - 5001 até 10000
2403905;2 - Nordeste;RN;24;Francisco Dantas;2813;1 - Até 5000
2404002;2 - Nordeste;RN;24;Frutuoso Gomes;4041;1 - Até 5000
2404101;2 - Nordeste;RN;24;Galinhos;2845;1 - Até 5000
2404200;2 - Nordeste;RN;24;Goianinha;26669;4 - 20001 até 50000
2404309;2 - Nordeste;RN;24;Governador Dix-Sept Rosado;13076;3 - 10001 até 20000
2404408;2 - Nordeste;RN;24;Grossos;10463;3 - 10001 até 20000
2404507;2 - Nordeste;RN;24;Guamaré;15963;3 - 10001 até 20000
2404606;2 - Nordeste;RN;24;Ielmo Marinho;13901;3 - 10001 até 20000
2404705;2 - Nordeste;RN;24;Ipanguaçu;15626;3 - 10001 até 20000
2404804;2 - Nordeste;RN;24;Ipueira;2253;1 - Até 5000
2404853;2 - Nordeste;RN;24;Itajá;7595;2 - 5001 até 10000
2404903;2 - Nordeste;RN;24;Itaú;5897;2 - 5001 até 10000
2405009;2 - Nordeste;RN;24;Jaçanã;9238;2 - 5001 até 10000
2405108;2 - Nordeste;RN;24;Jandaíra;6893;2 - 5001 até 10000
2405207;2 - Nordeste;RN;24;Janduís;5248;2 - 5001 até 10000
2405306;2 - Nordeste;RN;24;Januário Cicco;10275;3 - 10001 até 20000
2405405;2 - Nordeste;RN;24;Japi;4995;1 - Até 5000
2405504;2 - Nordeste;RN;24;Jardim de Angicos;2606;1 - Até 5000
2405603;2 - Nordeste;RN;24;Jardim de Piranhas;14942;3 - 10001 até 20000
2405702;2 - Nordeste;RN;24;Jardim do Seridó;12396;3 - 10001 até 20000
2405801;2 - Nordeste;RN;24;João Câmara;35160;4 - 20001 até 50000
2405900;2 - Nordeste;RN;24;João Dias;2654;1 - Até 5000
2406007;2 - Nordeste;RN;24;José da Penha;5946;2 - 5001 até 10000
2406106;2 - Nordeste;RN;24;Jucurutu;18315;3 - 10001 até 20000
2406155;2 - Nordeste;RN;24;Jundiá;3922;1 - Até 5000
2406205;2 - Nordeste;RN;24;Lagoa dAnta;6811;2 - 5001 até 10000
2406304;2 - Nordeste;RN;24;Lagoa de Pedras;7584;2 - 5001 até 10000
2406403;2 - Nordeste;RN;24;Lagoa de Velhos;2732;1 - Até 5000
2406502;2 - Nordeste;RN;24;Lagoa Nova;15749;3 - 10001 até 20000
2406601;2 - Nordeste;RN;24;Lagoa Salgada;8297;2 - 5001 até 10000
2406700;2 - Nordeste;RN;24;Lajes;11344;3 - 10001 até 20000
2406809;2 - Nordeste;RN;24;Lajes Pintadas;4763;1 - Até 5000
2406908;2 - Nordeste;RN;24;Lucrécia;4025;1 - Até 5000
2407005;2 - Nordeste;RN;24;Luís Gomes;10146;3 - 10001 até 20000
2407104;2 - Nordeste;RN;24;Macaíba;81821;5 - 50001 até 100000
2407203;2 - Nordeste;RN;24;Macau;32039;4 - 20001 até 50000
2407252;2 - Nordeste;RN;24;Major Sales;4062;1 - Até 5000
2407302;2 - Nordeste;RN;24;Marcelino Vieira;8336;2 - 5001 até 10000
2407401;2 - Nordeste;RN;24;Martins;8758;2 - 5001 até 10000
2407500;2 - Nordeste;RN;24;Maxaranguape;12544;3 - 10001 até 20000
2407609;2 - Nordeste;RN;24;Messias Targino;4634;1 - Até 5000
2407708;2 - Nordeste;RN;24;Montanhas;11208;3 - 10001 até 20000
2407807;2 - Nordeste;RN;24;Monte Alegre;22576;4 - 20001 até 50000
2407906;2 - Nordeste;RN;24;Monte das Gameleiras;2084;1 - Até 5000
2408003;2 - Nordeste;RN;24;Mossoró;300618;6 - 100001 até 500000
2408102;2 - Nordeste;RN;24;Natal;890480;7 - Maior que 500000
2408201;2 - Nordeste;RN;24;Nísia Floresta;27938;4 - 20001 até 50000
2408300;2 - Nordeste;RN;24;Nova Cruz;37450;4 - 20001 até 50000
2408409;2 - Nordeste;RN;24;Olho-dÁgua do Borges;4244;1 - Até 5000
2408508;2 - Nordeste;RN;24;Ouro Branco;4813;1 - Até 5000
2408607;2 - Nordeste;RN;24;Paraná;4276;1 - Até 5000
2408706;2 - Nordeste;RN;24;Paraú;3750;1 - Até 5000
2408805;2 - Nordeste;RN;24;Parazinho;5272;2 - 5001 até 10000
2408904;2 - Nordeste;RN;24;Parelhas;21545;4 - 20001 até 50000
