Ano;UF;MUNICIPIO;CODMUN_IBGE
201612;AC;ACRELANDIA;1200013
201612;AC;ASSIS BRASIL;1200054
201612;AC;BRASILEIA;1200104
201612;AC;CRUZEIRO DO SUL;1200203
201612;AC;CRUZEIRO DO SUL;1200203
201612;AC;EPITACIOLANDIA;1200252
201612;AC;FEIJO;1200302
201612;AC;MANCIO LIMA;1200336
201612;AC;PLACIDO DE CASTRO;1200385
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;RIO BRANCO;1200401
201612;AC;SENA MADUREIRA;1200500
201612;AC;SENADOR GUIOMARD;1200450
201612;AC;TARAUACA;1200609
201612;AC;XAPURI;1200708
201612;AL;AGUA BRANCA;2700102
201612;AL;ARAPIRACA;2700300
201612;AL;ARAPIRACA;2700300
201612;AL;ATALAIA;2700409
201612;AL;BATALHA;2700706
201612;AL;BOCA DA MATA;2701001
201612;AL;CAMPO ALEGRE;2701407
201612;AL;CANAPI;2701605
201612;AL;COLONIA LEOPOLDINA;2702108
201612;AL;CORURIPE;2702306
201612;AL;DELMIRO GOUVEIA;2702405
201612;AL;FEIRA GRANDE;2702603
201612;AL;GIRAU DO PONCIANO;2702900
201612;AL;IGACI;2703106
201612;AL;IGREJA NOVA;2703205
201612;AL;JUNQUEIRO;2704005
201612;AL;LIMOEIRO DE ANADIA;2704203
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
201612;AL;MACEIO;2704302
