Ano;UF;MUNICIPIO;CODMUN_IBGE
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANAUS;1302603
201912;AM;MANICORE;1302702
201912;AM;MAUES;1302900
201912;AM;PARINTINS;1303403
201912;AM;PRESIDENTE FIGUEIREDO;1303536
201912;AM;SAO GABRIEL DA CACHOEIRA;1303809
201912;AM;TABATINGA;1304062
201912;AM;TEFE;1304203
201912;AP;AMAPA;1600105
201912;AP;LARANJAL DO JARI;1600279
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;MACAPA;1600303
201912;AP;OIAPOQUE;1600501
201912;AP;PEDRA BRANCA DO AMAPARI;1600154
201912;AP;PORTO GRANDE;1600535
201912;AP;SANTANA;1600600
201912;BA;ACAJUTIBA;2900306
201912;BA;ALAGOINHAS;2900702
201912;BA;ALAGOINHAS;2900702
201912;BA;AMARGOSA;2901007
201912;BA;AMELIA RODRIGUES;2901106
201912;BA;AMERICA DOURADA;2901155
201912;BA;ANAGE;2901205
201912;BA;ANGICAL;2901403
201912;BA;ARACI;2902104
201912;BA;BAIANOPOLIS;2902500
201912;BA;BAIXA GRANDE;2902609
201912;BA;BARRA;2902708
201912;BA;BARRA DA ESTIVA;2902807
201912;BA;BARRA DO MENDES;2903003
201912;BA;BARREIRAS;2903201
201912;BA;BARREIRAS;2903201
201912;BA;BARREIRAS;2903201
201912;BA;BELMONTE;2903409
201912;BA;BELO CAMPO;2903508
201912;BA;BOM JESUS DA LAPA;2903904
201912;BA;BOTUPORA;2904209
201912;BA;BRUMADO;2904605
201912;BA;CACULE;2905008
201912;BA;CAETITE;2905206
201912;BA;CAFARNAUM;2905305
201912;BA;CAMACAN;2905602
201912;BA;CAMACARI;2905701
201912;BA;CAMACARI;2905701
201912;BA;CAMACARI;2905701
201912;BA;CAMAMU;2905800
201912;BA;CAMPO ALEGRE DE LOURDES;2905909
201912;BA;CAMPO FORMOSO;2906006
201912;BA;CANAVIEIRAS;2906303
201912;BA;CANDEIAS;2906501
201912;BA;CANDIBA;2906600
201912;BA;CANDIDO SALES;2906709
201912;BA;CAPIM GROSSO;2906873
201912;BA;CARAVELAS;2906907
201912;BA;CARINHANHA;2907103
201912;BA;CASA NOVA;2907202
201912;BA;CASTRO ALVES;2907301
201912;BA;CATU;2907509
201912;BA;CICERO DANTAS;2907806
201912;BA;CIPO;2907905
201912;BA;COARACI;2908002
201912;BA;COCOS;2908101
201912;BA;CONCEICAO DO COITE;2908408
201912;BA;CONCEICAO DO JACUIPE;2908507
201912;BA;CONDE;2908606
201912;BA;CONDEUBA;2908705
201912;BA;CORRENTINA;2909307
201912;BA;CRUZ DAS ALMAS;2909802
201912;BA;CURACA;2909901
201912;BA;DIAS D'AVILA;2910057
201912;BA;ENTRE RIOS;2910503
201912;BA;ESPLANADA;2910602
201912;BA;EUCLIDES DA CUNHA;2910701
201912;BA;EUNAPOLIS;2910727
201912;BA;FEIRA DE SANTANA;2910800
201912;BA;FEIRA DE SANTANA;2910800
201912;BA;FEIRA DE SANTANA;2910800
201912;BA;FEIRA DE SANTANA;2910800
201912;BA;FEIRA DE SANTANA;2910800
201912;BA;FEIRA DE SANTANA;2910800
201912;BA;FEIRA DE SANTANA;2910800
201912;BA;FEIRA DE SANTANA;2910800
201912;BA;FORMOSA DO RIO PRETO;2911105
201912;BA;GANDU;2911204
201912;BA;GOVERNADOR MANGABEIRA;2911600
201912;BA;GUANAMBI;2911709
201912;BA;IACU;2911907
201912;BA;IBIASSUCE;2912004
201912;BA;IBICARAI;2912103
201912;BA;IBIRATAIA;2912905
201912;BA;IBOTIRAMA;2913200
201912;BA;ILHEUS;2913606
201912;BA;ILHEUS;2913606
201912;BA;ILHEUS;2913606
201912;BA;INHAMBUPE;2913705
201912;BA;IPIAU;2913903
201912;BA;IPIRA;2914000
201912;BA;IPUPIARA;2914109
201912;BA;IRAQUARA;2914406
201912;BA;IRARA;2914505
201912;BA;IRECE;2914604
201912;BA;ITABELA;2914653
201912;BA;ITABERABA;2914703
201912;BA;ITABUNA;2914802
201912;BA;ITABUNA;2914802
201912;BA;ITABUNA;2914802
201912;BA;ITACARE;2914901
201912;BA;ITAGIBA;2915205
201912;BA;ITAJUIPE;2915502
201912;BA;ITAMARAJU;2915601
201912;BA;ITAMBE;2915809
201912;BA;ITANHEM;2916005
201912;BA;ITAPETINGA;2916401
201912;BA;ITAPICURU;2916500
201912;BA;ITARANTIM;2916807
201912;BA;ITIUBA;2917003
201912;BA;ITORORO;2917102
201912;BA;ITUBERA;2917300
201912;BA;JACOBINA;2917508
201912;BA;JAGUAQUARA;2917607
201912;BA;JAGUARARI;2917706
201912;BA;JEQUIE;2918001
201912;BA;JEREMOABO;2918100
201912;BA;JUAZEIRO;2918407
201912;BA;JUAZEIRO;2918407
201912;BA;LAPAO;2919157
201912;BA;LAURO DE FREITAS;2919207
201912;BA;LAURO DE FREITAS;2919207
201912;BA;LENCOIS;2919306
201912;BA;LICINIO DE ALMEIDA;2919405
201912;BA;LIVRAMENTO DE NOSSA SENHORA;2919504
201912;BA;LUIS EDUARDO MAGALHAES;2919553
201912;BA;LUIS EDUARDO MAGALHAES;2919553
201912;BA;MACARANI;2919702
201912;BA;MACAUBAS;2919801
201912;BA;MADRE DE DEUS;2919926
201912;BA;MAIRI;2920106
201912;BA;MARACAS;2920502
201912;BA;MARAGOGIPE;2920601
201912;BA;MATA DE SAO JOAO;2921005
201912;BA;MEDEIROS NETO;2921104
201912;BA;MIGUEL CALMON;2921203
201912;BA;MONTE SANTO;2921500
201912;BA;MORRO DO CHAPEU;2921708
201912;BA;MORTUGABA;2921807
201912;BA;MUCUGE;2921906
201912;BA;MUCURI;2922003
201912;BA;MUNDO NOVO;2922102
201912;BA;MURITIBA;2922300
201912;BA;MUTUIPE;2922409
201912;BA;NAZARE;2922508
201912;BA;NOVA CANAA;2922706
201912;BA;NOVA SOURE;2922904
201912;BA;NOVA VICOSA;2923001
201912;BA;OLIVEIRA DOS BREJINHOS;2923209
201912;BA;PARAMIRIM;2923605
201912;BA;PARATINGA;2923704
201912;BA;PARIPIRANGA;2923803
201912;BA;PAULO AFONSO;2924009
201912;BA;PAULO AFONSO;2924009
201912;BA;PILAO ARCADO;2924405
201912;BA;PINDOBACU;2924603
201912;BA;PIRITIBA;2924801
201912;BA;PLANALTO;2925006
201912;BA;POCOES;2925105
201912;BA;POJUCA;2925204
201912;BA;PORTO SEGURO;2925303
201912;BA;PORTO SEGURO;2925303
201912;BA;PRADO;2925501
201912;BA;PRESIDENTE DUTRA;2925600
201912;BA;QUEIMADAS;2925808
201912;BA;REMANSO;2926004
201912;BA;RIACHAO DAS NEVES;2926202
201912;BA;RIACHAO DO JACUIPE;2926301
201912;BA;RIACHO DE SANTANA;2926400
201912;BA;RIBEIRA DO POMBAL;2926608
201912;BA;RIO DE CONTAS;2926707
201912;BA;RIO DO ANTONIO;2926806
201912;BA;RIO REAL;2927002
201912;BA;RUY BARBOSA;2927200
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SALVADOR;2927408
201912;BA;SANTA BARBARA;2927507
201912;BA;SANTA CRUZ CABRALIA;2927705
201912;BA;SANTA MARIA DA VITORIA;2928109
201912;BA;SANTA RITA DE CASSIA;2928406
201912;BA;SANTALUZ;2928000
201912;BA;SANTANA;2928208
201912;BA;SANTO AMARO;2928604
201912;BA;SANTO ANTONIO DE JESUS;2928703
201912;BA;SANTO ESTEVAO;2928802
201912;BA;SAO DESIDERIO;2928901
201912;BA;SAO FELIPE;2929107
201912;BA;SAO FELIX;2929008
201912;BA;SAO FRANCISCO DO CONDE;2929206
201912;BA;SAO FRANCISCO DO CONDE;2929206
201912;BA;SAPEACU;2929602
201912;BA;SAUDE;2929800
201912;BA;SEABRA;2929909
201912;BA;SENHOR DO BONFIM;2930105
201912;BA;SENTO SE;2930204
201912;BA;SERRA DO RAMALHO;2930154
201912;BA;SERRA DOURADA;2930303
201912;BA;SERRINHA;2930501
201912;BA;SIMOES FILHO;2930709
201912;BA;SIMOES FILHO;2930709
201912;BA;TANHACU;2931004
201912;BA;TAPEROA;2931202
201912;BA;TEIXEIRA DE FREITAS;2931350
201912;BA;TEIXEIRA DE FREITAS;2931350
201912;BA;TUCANO;2931905
201912;BA;UAUA;2932002
201912;BA;UBAIRA;2932101
201912;BA;UBAITABA;2932200
201912;BA;UBATA;2932309
201912;BA;UNA;2932507
201912;BA;URANDI;2932606
201912;BA;UTINGA;2932804
201912;BA;VALENCA;2932903
201912;BA;VERA CRUZ;2933208
201912;BA;VITORIA DA CONQUISTA;2933307
201912;BA;VITORIA DA CONQUISTA;2933307
201912;BA;VITORIA DA CONQUISTA;2933307
201912;BA;VITORIA DA CONQUISTA;2933307
201912;BA;WANDERLEY;2933455
201912;BA;WENCESLAU GUIMARAES;2933505
201912;BA;XIQUE-XIQUE;2933604
201912;CE;ACARAU;2300200
201912;CE;ACOPIARA;2300309
201912;CE;AIUABA;2300408
201912;CE;AMONTADA;2300754
201912;CE;AQUIRAZ;2301000
201912;CE;ARACATI;2301109
201912;CE;ARACOIABA;2301208
201912;CE;ASSARE;2301604
201912;CE;AURORA;2301703
201912;CE;BANABUIU;2301851
201912;CE;BARBALHA;2301901
201912;CE;BARRO;2302008
201912;CE;BATURITE;2302107
201912;CE;BEBERIBE;2302206
201912;CE;BELA CRUZ;2302305
201912;CE;BOA VIAGEM;2302404
201912;CE;BREJO SANTO;2302503
201912;CE;CAMOCIM;2302602
201912;CE;CAMPOS SALES;2302701
201912;CE;CANINDE;2302800
201912;CE;CARIRIACU;2303204
201912;CE;CASCAVEL;2303501
201912;CE;CATARINA;2303600
201912;CE;CAUCAIA;2303709
201912;CE;CAUCAIA;2303709
201912;CE;CAUCAIA;2303709
201912;CE;CEDRO;2303808
201912;CE;CRATEUS;2304103
201912;CE;CRATO;2304202
201912;CE;EUSEBIO;2304285
201912;CE;FORQUILHA;2304350
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FORTALEZA;2304400
201912;CE;FRECHEIRINHA;2304509
201912;CE;GRANJA;2304707
201912;CE;GUARACIABA DO NORTE;2305001
201912;CE;HIDROLANDIA;2305209
201912;CE;HORIZONTE;2305233
201912;CE;ICAPUI;2305357
201912;CE;ICO;2305407
201912;CE;IGUATU;2305506
201912;CE;IPU;2305803
201912;CE;IPUEIRAS;2305902
201912;CE;IRACEMA;2306009
201912;CE;ITAITINGA;2306256
201912;CE;ITAPAGE;2306306
201912;CE;ITAPIPOCA;2306405
201912;CE;ITAREMA;2306553
201912;CE;JAGUARIBE;2306900
201912;CE;JAGUARUANA;2307007
201912;CE;JARDIM;2307106
201912;CE;JIJOCA DE JERICOACOARA;2307254
201912;CE;JUAZEIRO DO NORTE;2307304
201912;CE;JUAZEIRO DO NORTE;2307304
201912;CE;JUAZEIRO DO NORTE;2307304
201912;CE;JUAZEIRO DO NORTE;2307304
201912;CE;JUCAS;2307403
201912;CE;LAVRAS DA MANGABEIRA;2307502
201912;CE;LIMOEIRO DO NORTE;2307601
201912;CE;MARACANAU;2307650
201912;CE;MARACANAU;2307650
201912;CE;MARANGUAPE;2307700
201912;CE;MARCO;2307809
201912;CE;MASSAPE;2308005
201912;CE;MAURITI;2308104
201912;CE;MILAGRES;2308302
201912;CE;MOMBACA;2308500
201912;CE;MORADA NOVA;2308708
201912;CE;MORRINHOS;2308906
201912;CE;NOVA RUSSAS;2309300
201912;CE;OROS;2309508
201912;CE;PACAJUS;2309607
201912;CE;PACATUBA;2309706
201912;CE;PARACURU;2310209
201912;CE;PENTECOSTE;2310704
201912;CE;PORTEIRAS;2311108
201912;CE;QUIXADA;2311306
201912;CE;QUIXERAMOBIM;2311405
201912;CE;QUIXERE;2311504
201912;CE;REDENCAO;2311603
201912;CE;RUSSAS;2311801
201912;CE;SANTA QUITERIA;2312205
201912;CE;SANTANA DO ACARAU;2312007
201912;CE;SAO BENEDITO;2312304
201912;CE;SAO GONCALO DO AMARANTE;2312403
201912;CE;SENADOR POMPEU;2312700
201912;CE;SOBRAL;2312908
201912;CE;SOBRAL;2312908
201912;CE;SOLONOPOLE;2313005
201912;CE;TABULEIRO DO NORTE;2313104
201912;CE;TAUA;2313302
201912;CE;TIANGUA;2313401
201912;CE;TRAIRI;2313500
201912;CE;UBAJARA;2313609
201912;CE;URUBURETAMA;2313807
201912;CE;VARZEA ALEGRE;2314003
201912;CE;VICOSA DO CEARA;2314102
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA;5300108
201912;DF;BRASILIA (BRAZLANDIA);5300108
201912;DF;BRASILIA (CEILANDIA);5300108
201912;DF;BRASILIA (CEILANDIA);5300108
201912;DF;BRASILIA (CRUZEIRO);5300108
201912;DF;BRASILIA (GAMA);5300108
201912;DF;BRASILIA (GAMA);5300108
201912;DF;BRASILIA (GUARA);5300108
201912;DF;BRASILIA (NUCLEO BANDEIRANTE);5300108
201912;DF;BRASILIA (PARANOA);5300108
201912;DF;BRASILIA (PLANALTINA);5300108
201912;DF;BRASILIA (SAMAMBAIA);5300108
201912;DF;BRASILIA (SOBRADINHO);5300108
201912;DF;BRASILIA (TAGUATINGA);5300108
201912;DF;BRASILIA (TAGUATINGA);5300108
201912;DF;BRASILIA (TAGUATINGA);5300108
201912;DF;BRASILIA (TAGUATINGA);5300108
201912;ES;AFONSO CLAUDIO;3200102
201912;ES;ALEGRE;3200201
201912;ES;ALFREDO CHAVES;3200300
201912;ES;ANCHIETA;3200409
201912;ES;ARACRUZ;3200607
201912;ES;BAIXO GUANDU;3200805
201912;ES;BARRA DE SAO FRANCISCO;3200904
201912;ES;BOA ESPERANCA;3201001
201912;ES;BREJETUBA;3201159
201912;ES;CACHOEIRO DE ITAPEMIRIM;3201209
201912;ES;CACHOEIRO DE ITAPEMIRIM;3201209
201912;ES;CACHOEIRO DE ITAPEMIRIM;3201209
201912;ES;CARIACICA;3201308
201912;ES;CARIACICA;3201308
201912;ES;CARIACICA;3201308
201912;ES;CARIACICA;3201308
201912;ES;CASTELO;3201407
201912;ES;COLATINA;3201506
201912;ES;COLATINA;3201506
201912;ES;CONCEICAO DA BARRA;3201605
201912;ES;CONCEICAO DO CASTELO;3201704
201912;ES;DOMINGOS MARTINS;3201902
201912;ES;ECOPORANGA;3202108
201912;ES;GUACUI;3202306
201912;ES;GUARAPARI;3202405
201912;ES;GUARAPARI;3202405
201912;ES;IBATIBA;3202454
201912;ES;IBIRACU;3202504
201912;ES;ICONHA;3202603
201912;ES;ITAGUACU;3202702
201912;ES;ITAPEMIRIM;3202801
201912;ES;ITARANA;3202900
201912;ES;IUNA;3203007
201912;ES;JAGUARE;3203056
201912;ES;JOAO NEIVA;3203130
201912;ES;LINHARES;3203205
201912;ES;LINHARES;3203205
201912;ES;MARATAIZES;3203320
201912;ES;MARECHAL FLORIANO;3203346
201912;ES;MARILANDIA;3203353
201912;ES;MIMOSO DO SUL;3203403
201912;ES;MONTANHA;3203502
201912;ES;MUNIZ FREIRE;3203700
201912;ES;MUQUI;3203809
201912;ES;NOVA VENECIA;3203908
201912;ES;PANCAS;3204005
201912;ES;PEDRO CANARIO;3204054
201912;ES;PINHEIROS;3204104
201912;ES;PIUMA;3204203
201912;ES;PRESIDENTE KENNEDY;3204302
201912;ES;RIO NOVO DO SUL;3204401
201912;ES;SANTA LEOPOLDINA;3204500
201912;ES;SANTA MARIA DE JETIBA;3204559
201912;ES;SANTA TERESA;3204609
201912;ES;SAO GABRIEL DA PALHA;3204708
201912;ES;SAO JOSE DO CALCADO;3204807
201912;ES;SAO MATEUS;3204906
201912;ES;SAO ROQUE DO CANAA;3204955
201912;ES;SERRA;3205002
201912;ES;SERRA;3205002
201912;ES;SERRA;3205002
201912;ES;SERRA;3205002
201912;ES;SERRA;3205002
201912;ES;SOORETAMA;3205010
201912;ES;VARGEM ALTA;3205036
201912;ES;VENDA NOVA DO IMIGRANTE;3205069
201912;ES;VIANA;3205101
201912;ES;VILA VALERIO;3205176
201912;ES;VILA VELHA;3205200
201912;ES;VILA VELHA;3205200
201912;ES;VILA VELHA;3205200
201912;ES;VILA VELHA;3205200
201912;ES;VILA VELHA;3205200
201912;ES;VILA VELHA;3205200
201912;ES;VILA VELHA;3205200
201912;ES;VILA VELHA;3205200
201912;ES;VILA VELHA;3205200
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;ES;VITORIA;3205309
201912;GO;AGUAS LINDAS DE GOIAS;5200258
201912;GO;ALEXANIA;5200308
201912;GO;ALVORADA DO NORTE;5200803
201912;GO;ANAPOLIS;5201108
201912;GO;ANAPOLIS;5201108
201912;GO;ANAPOLIS;5201108
201912;GO;ANAPOLIS;5201108
201912;GO;ANAPOLIS;5201108
201912;GO;ANICUNS;5201306
201912;GO;APARECIDA DE GOIANIA;5201405
201912;GO;APARECIDA DE GOIANIA;5201405
201912;GO;APARECIDA DE GOIANIA;5201405
201912;GO;APORE;5201504
201912;GO;BELA VISTA DE GOIAS;5203302
201912;GO;BOM JARDIM DE GOIAS;5203401
201912;GO;BOM JESUS DE GOIAS;5203500
201912;GO;BURITI ALEGRE;5203906
201912;GO;CACHOEIRA ALTA;5204102
201912;GO;CACU;5204300
201912;GO;CAIAPONIA;5204409
201912;GO;CALDAS NOVAS;5204508
201912;GO;CAMPINORTE;5204706
201912;GO;CAMPO ALEGRE DE GOIAS;5204805
201912;GO;CAMPOS BELOS;5204904
201912;GO;CARMO DO RIO VERDE;5205000
201912;GO;CATALAO;5205109
201912;GO;CATALAO;5205109
201912;GO;CAVALCANTE;5205307
201912;GO;CERES;5205406
201912;GO;CHAPADAO DO CEU;5205471
201912;GO;CORUMBA DE GOIAS;5205802
201912;GO;CORUMBAIBA;5205901
201912;GO;CRISTALINA;5206206
201912;GO;CRIXAS;5206404
