CodMun;REGIAO;COD UF;UF;NOME MUNIC;POP EST;CLASSE POP
2211357;2 - Nordeste;22;PI;Várzea Branca;4899;1 - Até 5000
2211407;2 - Nordeste;22;PI;Várzea Grande;4339;1 - Até 5000
2211506;2 - Nordeste;22;PI;Vera Mendes;3023;1 - Até 5000
2211605;2 - Nordeste;22;PI;Vila Nova do Piauí;2987;1 - Até 5000
2211704;2 - Nordeste;22;PI;Wall Ferraz;4365;1 - Até 5000
2300101;2 - Nordeste;23;CE;Abaiara;11226;3 - 10001 até 20000
2300150;2 - Nordeste;23;CE;Acarape;16153;3 - 10001 até 20000
2300200;2 - Nordeste;23;CE;Acaraú;60684;5 - 50001 até 100000
2300309;2 - Nordeste;23;CE;Acopiara;52903;5 - 50001 até 100000
2300408;2 - Nordeste;23;CE;Aiuaba;16893;3 - 10001 até 20000
2300507;2 - Nordeste;23;CE;Alcântaras;11247;3 - 10001 até 20000
2300606;2 - Nordeste;23;CE;Altaneira;7271;2 - 5001 até 10000
2300705;2 - Nordeste;23;CE;Alto Santo;16823;3 - 10001 até 20000
2300754;2 - Nordeste;23;CE;Amontada;41672;4 - 20001 até 50000
2300804;2 - Nordeste;23;CE;Antonina do Norte;7200;2 - 5001 até 10000
2300903;2 - Nordeste;23;CE;Apuiarés;14483;3 - 10001 até 20000
2301000;2 - Nordeste;23;CE;Aquiraz;76967;5 - 50001 até 100000
2301109;2 - Nordeste;23;CE;Aracati;72248;5 - 50001 até 100000
2301208;2 - Nordeste;23;CE;Aracoiaba;26062;4 - 20001 até 50000
2301257;2 - Nordeste;23;CE;Ararendá;10750;3 - 10001 até 20000
2301307;2 - Nordeste;23;CE;Araripe;21230;4 - 20001 até 50000
2301406;2 - Nordeste;23;CE;Aratuba;11419;3 - 10001 até 20000
2301505;2 - Nordeste;23;CE;Arneiroz;7768;2 - 5001 até 10000
2301604;2 - Nordeste;23;CE;Assaré;23058;4 - 20001 até 50000
2301703;2 - Nordeste;23;CE;Aurora;24658;4 - 20001 até 50000
2301802;2 - Nordeste;23;CE;Baixio;6182;2 - 5001 até 10000
2301851;2 - Nordeste;23;CE;Banabuiú;17842;3 - 10001 até 20000
2301901;2 - Nordeste;23;CE;Barbalha;58347;5 - 50001 até 100000
2301950;2 - Nordeste;23;CE;Barreira;20532;4 - 20001 até 50000
2302008;2 - Nordeste;23;CE;Barro;22193;4 - 20001 até 50000
2302057;2 - Nordeste;23;CE;Barroquinha;14800;3 - 10001 até 20000
2302107;2 - Nordeste;23;CE;Baturité;34735;4 - 20001 até 50000
2302206;2 - Nordeste;23;CE;Beberibe;51885;5 - 50001 até 100000
2302305;2 - Nordeste;23;CE;Bela Cruz;31956;4 - 20001 até 50000
2302404;2 - Nordeste;23;CE;Boa Viagem;53725;5 - 50001 até 100000
2302503;2 - Nordeste;23;CE;Brejo Santo;47645;4 - 20001 até 50000
2302602;2 - Nordeste;23;CE;Camocim;62201;5 - 50001 até 100000
2302701;2 - Nordeste;23;CE;Campos Sales;27077;4 - 20001 até 50000
2302800;2 - Nordeste;23;CE;Canindé;76724;5 - 50001 até 100000
2302909;2 - Nordeste;23;CE;Capistrano;17523;3 - 10001 até 20000
2303006;2 - Nordeste;23;CE;Caridade;21524;4 - 20001 até 50000
2303105;2 - Nordeste;23;CE;Cariré;18637;3 - 10001 até 20000
2303204;2 - Nordeste;23;CE;Caririaçu;26840;4 - 20001 até 50000
2303303;2 - Nordeste;23;CE;Cariús;18813;3 - 10001 até 20000
2303402;2 - Nordeste;23;CE;Carnaubal;17374;3 - 10001 até 20000
2303501;2 - Nordeste;23;CE;Cascavel;69498;5 - 50001 até 100000
2303600;2 - Nordeste;23;CE;Catarina;19882;3 - 10001 até 20000
2303659;2 - Nordeste;23;CE;Catunda;10257;3 - 10001 até 20000
2303709;2 - Nordeste;23;CE;Caucaia;349526;6 - 100001 até 500000
2303808;2 - Nordeste;23;CE;Cedro;24986;4 - 20001 até 50000
2303907;2 - Nordeste;23;CE;Chaval;12888;3 - 10001 até 20000
2303931;2 - Nordeste;23;CE;Choró;13246;3 - 10001 até 20000
2303956;2 - Nordeste;23;CE;Chorozinho;19189;3 - 10001 até 20000
2304004;2 - Nordeste;23;CE;Coreaú;22773;4 - 20001 até 50000
2304103;2 - Nordeste;23;CE;Crateús;74188;5 - 50001 até 100000
2304202;2 - Nordeste;23;CE;Crato;127657;6 - 100001 até 500000
2304236;2 - Nordeste;23;CE;Croatá;17650;3 - 10001 até 20000
2304251;2 - Nordeste;23;CE;Cruz;23514;4 - 20001 até 50000
2304269;2 - Nordeste;23;CE;Deputado Irapuan Pinheiro;9403;2 - 5001 até 10000
2304277;2 - Nordeste;23;CE;Ererê;7073;2 - 5001 até 10000
2304285;2 - Nordeste;23;CE;Eusébio;50308;5 - 50001 até 100000
2304301;2 - Nordeste;23;CE;Farias Brito;18937;3 - 10001 até 20000
2304350;2 - Nordeste;23;CE;Forquilha;23276;4 - 20001 até 50000
2304400;2 - Nordeste;23;CE;Fortaleza;2571896;7 - Maior que 500000
2304459;2 - Nordeste;23;CE;Fortim;15781;3 - 10001 até 20000
2304509;2 - Nordeste;23;CE;Frecheirinha;13473;3 - 10001 até 20000
2304608;2 - Nordeste;23;CE;General Sampaio;6679;2 - 5001 até 10000
2304657;2 - Nordeste;23;CE;Graça;15287;3 - 10001 até 20000
2304707;2 - Nordeste;23;CE;Granja;53682;5 - 50001 até 100000
2304806;2 - Nordeste;23;CE;Granjeiro;4531;1 - Até 5000
2304905;2 - Nordeste;23;CE;Groaíras;10759;3 - 10001 até 20000
2304954;2 - Nordeste;23;CE;Guaiúba;25581;4 - 20001 até 50000
2305001;2 - Nordeste;23;CE;Guaraciaba do Norte;38995;4 - 20001 até 50000
2305100;2 - Nordeste;23;CE;Guaramiranga;3812;1 - Até 5000
2305209;2 - Nordeste;23;CE;Hidrolândia;19970;3 - 10001 até 20000
2305233;2 - Nordeste;23;CE;Horizonte;62002;5 - 50001 até 100000
2305266;2 - Nordeste;23;CE;Ibaretama;13172;3 - 10001 até 20000
2305308;2 - Nordeste;23;CE;Ibiapina;24555;4 - 20001 até 50000
2305332;2 - Nordeste;23;CE;Ibicuitinga;12012;3 - 10001 até 20000
2305357;2 - Nordeste;23;CE;Icapuí;19276;3 - 10001 até 20000
2305407;2 - Nordeste;23;CE;Icó;67045;5 - 50001 até 100000
2305506;2 - Nordeste;23;CE;Iguatu;100733;6 - 100001 até 500000
2305605;2 - Nordeste;23;CE;Independência;25952;4 - 20001 até 50000
2305654;2 - Nordeste;23;CE;Ipaporanga;11500;3 - 10001 até 20000
2305704;2 - Nordeste;23;CE;Ipaumirim;12281;3 - 10001 até 20000
2305803;2 - Nordeste;23;CE;Ipu;41292;4 - 20001 até 50000
2305902;2 - Nordeste;23;CE;Ipueiras;38089;4 - 20001 até 50000
2306009;2 - Nordeste;23;CE;Iracema;14042;3 - 10001 até 20000
2306108;2 - Nordeste;23;CE;Irauçuba;23376;4 - 20001 até 50000
2306207;2 - Nordeste;23;CE;Itaiçaba;7612;2 - 5001 até 10000
2306256;2 - Nordeste;23;CE;Itaitinga;38131;4 - 20001 até 50000
2306306;2 - Nordeste;23;CE;Itapagé;50671;5 - 50001 até 100000
2306405;2 - Nordeste;23;CE;Itapipoca;123613;6 - 100001 até 500000
2306504;2 - Nordeste;23;CE;Itapiúna;19570;3 - 10001 até 20000
2306553;2 - Nordeste;23;CE;Itarema;39955;4 - 20001 até 50000
2306603;2 - Nordeste;23;CE;Itatira;20077;4 - 20001 até 50000
2306702;2 - Nordeste;23;CE;Jaguaretama;18018;3 - 10001 até 20000
2306801;2 - Nordeste;23;CE;Jaguaribara;10999;3 - 10001 até 20000
2306900;2 - Nordeste;23;CE;Jaguaribe;34621;4 - 20001 até 50000
2307007;2 - Nordeste;23;CE;Jaguaruana;33324;4 - 20001 até 50000
2307106;2 - Nordeste;23;CE;Jardim;27069;4 - 20001 até 50000
2307205;2 - Nordeste;23;CE;Jati;7785;2 - 5001 até 10000
2307254;2 - Nordeste;23;CE;Jijoca de Jericoacoara;18616;3 - 10001 até 20000
2307304;2 - Nordeste;23;CE;Juazeiro do Norte;263704;6 - 100001 até 500000
2307403;2 - Nordeste;23;CE;Jucás;24417;4 - 20001 até 50000
2307502;2 - Nordeste;23;CE;Lavras da Mangabeira;31409;4 - 20001 até 50000
2307601;2 - Nordeste;23;CE;Limoeiro do Norte;57782;5 - 50001 até 100000
2307635;2 - Nordeste;23;CE;Madalena;19225;3 - 10001 até 20000
2307650;2 - Nordeste;23;CE;Maracanaú;219749;6 - 100001 até 500000
2307700;2 - Nordeste;23;CE;Maranguape;122020;6 - 100001 até 500000
2307809;2 - Nordeste;23;CE;Marco;26219;4 - 20001 até 50000
2307908;2 - Nordeste;23;CE;Martinópole;10796;3 - 10001 até 20000
2308005;2 - Nordeste;23;CE;Massapê;37214;4 - 20001 até 50000
2308104;2 - Nordeste;23;CE;Mauriti;45881;4 - 20001 até 50000
2308203;2 - Nordeste;23;CE;Meruoca;14529;3 - 10001 até 20000
2308302;2 - Nordeste;23;CE;Milagres;28419;4 - 20001 até 50000
2308351;2 - Nordeste;23;CE;Milhã;13188;3 - 10001 até 20000
2308377;2 - Nordeste;23;CE;Miraíma;13345;3 - 10001 até 20000
2308401;2 - Nordeste;23;CE;Missão Velha;35150;4 - 20001 até 50000
2308500;2 - Nordeste;23;CE;Mombaça;43557;4 - 20001 até 50000
2308609;2 - Nordeste;23;CE;Monsenhor Tabosa;16998;3 - 10001 até 20000
2308708;2 - Nordeste;23;CE;Morada Nova;62091;5 - 50001 até 100000
2308807;2 - Nordeste;23;CE;Moraújo;8457;2 - 5001 até 10000
2308906;2 - Nordeste;23;CE;Morrinhos;21737;4 - 20001 até 50000
2309003;2 - Nordeste;23;CE;Mucambo;14346;3 - 10001 até 20000
2309102;2 - Nordeste;23;CE;Mulungu;12364;3 - 10001 até 20000
2309201;2 - Nordeste;23;CE;Nova Olinda;15048;3 - 10001 até 20000
2309300;2 - Nordeste;23;CE;Nova Russas;31783;4 - 20001 até 50000
2309409;2 - Nordeste;23;CE;Novo Oriente;28149;4 - 20001 até 50000
2309458;2 - Nordeste;23;CE;Ocara;24979;4 - 20001 até 50000
2309508;2 - Nordeste;23;CE;Orós;21447;4 - 20001 até 50000
2309607;2 - Nordeste;23;CE;Pacajus;67678;5 - 50001 até 100000
2309706;2 - Nordeste;23;CE;Pacatuba;79077;5 - 50001 até 100000
2309805;2 - Nordeste;23;CE;Pacoti;11884;3 - 10001 até 20000
2309904;2 - Nordeste;23;CE;Pacujá;6150;2 - 5001 até 10000
2310001;2 - Nordeste;23;CE;Palhano;9169;2 - 5001 até 10000
2310100;2 - Nordeste;23;CE;Palmácia;12762;3 - 10001 até 20000
2310209;2 - Nordeste;23;CE;Paracuru;33178;4 - 20001 até 50000
2310258;2 - Nordeste;23;CE;Paraipaba;31705;4 - 20001 até 50000
2310308;2 - Nordeste;23;CE;Parambu;31376;4 - 20001 até 50000
2310407;2 - Nordeste;23;CE;Paramoti;11533;3 - 10001 até 20000
2310506;2 - Nordeste;23;CE;Pedra Branca;42696;4 - 20001 até 50000
2310605;2 - Nordeste;23;CE;Penaforte;8743;2 - 5001 até 10000
2310704;2 - Nordeste;23;CE;Pentecoste;36611;4 - 20001 até 50000
2310803;2 - Nordeste;23;CE;Pereiro;16089;3 - 10001 até 20000
2310852;2 - Nordeste;23;CE;Pindoretama;19975;3 - 10001 até 20000
2310902;2 - Nordeste;23;CE;Piquet Carneiro;16318;3 - 10001 até 20000
2310951;2 - Nordeste;23;CE;Pires Ferreira;10616;3 - 10001 até 20000
2311009;2 - Nordeste;23;CE;Poranga;12214;3 - 10001 até 20000
2311108;2 - Nordeste;23;CE;Porteiras;15058;3 - 10001 até 20000
2311207;2 - Nordeste;23;CE;Potengi;10722;3 - 10001 até 20000
2311231;2 - Nordeste;23;CE;Potiretama;6299;2 - 5001 até 10000
2311264;2 - Nordeste;23;CE;Quiterianópolis;20600;4 - 20001 até 50000
2311306;2 - Nordeste;23;CE;Quixadá;84684;5 - 50001 até 100000
2311355;2 - Nordeste;23;CE;Quixelô;14997;3 - 10001 até 20000
2311405;2 - Nordeste;23;CE;Quixeramobim;76386;5 - 50001 até 100000
2311504;2 - Nordeste;23;CE;Quixeré;21410;4 - 20001 até 50000
2311603;2 - Nordeste;23;CE;Redenção;27182;4 - 20001 até 50000
2311702;2 - Nordeste;23;CE;Reriutaba;19145;3 - 10001 até 20000
2311801;2 - Nordeste;23;CE;Russas;74243;5 - 50001 até 100000
2311900;2 - Nordeste;23;CE;Saboeiro;15793;3 - 10001 até 20000
2311959;2 - Nordeste;23;CE;Salitre;16070;3 - 10001 até 20000
2312007;2 - Nordeste;23;CE;Santana do Acaraú;31369;4 - 20001 até 50000
2312106;2 - Nordeste;23;CE;Santana do Cariri;17457;3 - 10001 até 20000
2312205;2 - Nordeste;23;CE;Santa Quitéria;43359;4 - 20001 até 50000
2312304;2 - Nordeste;23;CE;São Benedito;45917;4 - 20001 até 50000
2312403;2 - Nordeste;23;CE;São Gonçalo do Amarante;46783;4 - 20001 até 50000
2312502;2 - Nordeste;23;CE;São João do Jaguaribe;7774;2 - 5001 até 10000
2312601;2 - Nordeste;23;CE;São Luís do Curu;12713;3 - 10001 até 20000
2312700;2 - Nordeste;23;CE;Senador Pompeu;26600;4 - 20001 até 50000
2312809;2 - Nordeste;23;CE;Senador Sá;7290;2 - 5001 até 10000
2312908;2 - Nordeste;23;CE;Sobral;199750;6 - 100001 até 500000
2313005;2 - Nordeste;23;CE;Solonópole;18060;3 - 10001 até 20000
2313104;2 - Nordeste;23;CE;Tabuleiro do Norte;30143;4 - 20001 até 50000
2313203;2 - Nordeste;23;CE;Tamboril;25635;4 - 20001 até 50000
2313252;2 - Nordeste;23;CE;Tarrafas;8923;2 - 5001 até 10000
2313302;2 - Nordeste;23;CE;Tauá;57478;5 - 50001 até 100000
2313351;2 - Nordeste;23;CE;Tejuçuoca;18301;3 - 10001 até 20000
2313401;2 - Nordeste;23;CE;Tianguá;72803;5 - 50001 até 100000
2313500;2 - Nordeste;23;CE;Trairi;53998;5 - 50001 até 100000
2313559;2 - Nordeste;23;CE;Tururu;15413;3 - 10001 até 20000
2313609;2 - Nordeste;23;CE;Ubajara;33505;4 - 20001 até 50000
2313708;2 - Nordeste;23;CE;Umari;7662;2 - 5001 até 10000
2313757;2 - Nordeste;23;CE;Umirim;19437;3 - 10001 até 20000
2313807;2 - Nordeste;23;CE;Uruburetama;20991;4 - 20001 até 50000
2313906;2 - Nordeste;23;CE;Uruoca;13435;3 - 10001 até 20000
2313955;2 - Nordeste;23;CE;Varjota;18081;3 - 10001 até 20000
2314003;2 - Nordeste;23;CE;Várzea Alegre;39861;4 - 20001 até 50000
2314102;2 - Nordeste;23;CE;Viçosa do Ceará;58332;5 - 50001 até 100000
2400109;2 - Nordeste;24;RN;Acari;11349;3 - 10001 até 20000
2400208;2 - Nordeste;24;RN;Açu;56829;5 - 50001 até 100000
2400307;2 - Nordeste;24;RN;Afonso Bezerra;11197;3 - 10001 até 20000
2400406;2 - Nordeste;24;RN;Água Nova;3183;1 - Até 5000
2400505;2 - Nordeste;24;RN;Alexandria;13864;3 - 10001 até 20000
2400604;2 - Nordeste;24;RN;Almino Afonso;4922;1 - Até 5000
2400703;2 - Nordeste;24;RN;Alto do Rodrigues;13680;3 - 10001 até 20000
2400802;2 - Nordeste;24;RN;Angicos;11906;3 - 10001 até 20000
2400901;2 - Nordeste;24;RN;Antônio Martins;7188;2 - 5001 até 10000
2401008;2 - Nordeste;24;RN;Apodi;36120;4 - 20001 até 50000
2401107;2 - Nordeste;24;RN;Areia Branca;27115;4 - 20001 até 50000
2401206;2 - Nordeste;24;RN;Arês;13905;3 - 10001 até 20000
2401305;2 - Nordeste;24;RN;Augusto Severo;9688;2 - 5001 até 10000
2401404;2 - Nordeste;24;RN;Baía Formosa;9116;2 - 5001 até 10000
2401453;2 - Nordeste;24;RN;Baraúna;26799;4 - 20001 até 50000
2401503;2 - Nordeste;24;RN;Barcelona;4067;1 - Até 5000
2401602;2 - Nordeste;24;RN;Bento Fernandes;5422;2 - 5001 até 10000
2401651;2 - Nordeste;24;RN;Bodó;2385;1 - Até 5000
2401701;2 - Nordeste;24;RN;Bom Jesus;10040;3 - 10001 até 20000
2401800;2 - Nordeste;24;RN;Brejinho;12399;3 - 10001 até 20000
2401859;2 - Nordeste;24;RN;Caiçara do Norte;6568;2 - 5001 até 10000
2401909;2 - Nordeste;24;RN;Caiçara do Rio do Vento;3570;1 - Até 5000
2402006;2 - Nordeste;24;RN;Caicó;66759;5 - 50001 até 100000
2402105;2 - Nordeste;24;RN;Campo Redondo;10974;3 - 10001 até 20000
2402204;2 - Nordeste;24;RN;Canguaretama;33289;4 - 20001 até 50000
2402303;2 - Nordeste;24;RN;Caraúbas;21750;4 - 20001 até 50000
2402402;2 - Nordeste;24;RN;Carnaúba dos Dantas;7972;2 - 5001 até 10000
2402501;2 - Nordeste;24;RN;Carnaubais;10628;3 - 10001 até 20000
2402600;2 - Nordeste;24;RN;Ceará-Mirim;72374;5 - 50001 até 100000
2402709;2 - Nordeste;24;RN;Cerro Corá;11305;3 - 10001 até 20000
2402808;2 - Nordeste;24;RN;Coronel Ezequiel;5583;2 - 5001 até 10000
2402907;2 - Nordeste;24;RN;Coronel João Pessoa;4955;1 - Até 5000
2403004;2 - Nordeste;24;RN;Cruzeta;8173;2 - 5001 até 10000
2403103;2 - Nordeste;24;RN;Currais Novos;44710;4 - 20001 até 50000
2403202;2 - Nordeste;24;RN;Doutor Severiano;7181;2 - 5001 até 10000
2403251;2 - Nordeste;24;RN;Parnamirim;235983;6 - 100001 até 500000
2403301;2 - Nordeste;24;RN;Encanto;5554;2 - 5001 até 10000
2403400;2 - Nordeste;24;RN;Equador;6070;2 - 5001 até 10000
2403509;2 - Nordeste;24;RN;Espírito Santo;10739;3 - 10001 até 20000
2403608;2 - Nordeste;24;RN;Extremoz;27107;4 - 20001 até 50000
2403707;2 - Nordeste;24;RN;Felipe Guerra;5994;2 - 5001 até 10000
2403756;2 - Nordeste;24;RN;Fernando Pedroza;3019;1 - Até 5000
2403806;2 - Nordeste;24;RN;Florânia;9250;2 - 5001 até 10000
2403905;2 - Nordeste;24;RN;Francisco Dantas;2919;1 - Até 5000
2404002;2 - Nordeste;24;RN;Frutuoso Gomes;4254;1 - Até 5000
2404101;2 - Nordeste;24;RN;Galinhos;2516;1 - Até 5000
2404200;2 - Nordeste;24;RN;Goianinha;24889;4 - 20001 até 50000
2404309;2 - Nordeste;24;RN;Governador Dix-Sept Rosado;12992;3 - 10001 até 20000
2404408;2 - Nordeste;24;RN;Grossos;10099;3 - 10001 até 20000
2404507;2 - Nordeste;24;RN;Guamaré;14282;3 - 10001 até 20000
2404606;2 - Nordeste;24;RN;Ielmo Marinho;13237;3 - 10001 até 20000
2404705;2 - Nordeste;24;RN;Ipanguaçu;14983;3 - 10001 até 20000
2404804;2 - Nordeste;24;RN;Ipueira;2206;1 - Até 5000
2404853;2 - Nordeste;24;RN;Itajá;7397;2 - 5001 até 10000
2404903;2 - Nordeste;24;RN;Itaú;5850;2 - 5001 até 10000
2405009;2 - Nordeste;24;RN;Jaçanã;8702;2 - 5001 até 10000
2405108;2 - Nordeste;24;RN;Jandaíra;6875;2 - 5001 até 10000
2405207;2 - Nordeste;24;RN;Janduís;5436;2 - 5001 até 10000
2405306;2 - Nordeste;24;RN;Januário Cicco;9767;2 - 5001 até 10000
2405405;2 - Nordeste;24;RN;Japi;5427;2 - 5001 até 10000
2405504;2 - Nordeste;24;RN;Jardim de Angicos;2673;1 - Até 5000
2405603;2 - Nordeste;24;RN;Jardim de Piranhas;14476;3 - 10001 até 20000
2405702;2 - Nordeste;24;RN;Jardim do Seridó;12540;3 - 10001 até 20000
2405801;2 - Nordeste;24;RN;João Câmara;34324;4 - 20001 até 50000
2405900;2 - Nordeste;24;RN;João Dias;2689;1 - Até 5000
2406007;2 - Nordeste;24;RN;José da Penha;6049;2 - 5001 até 10000
2406106;2 - Nordeste;24;RN;Jucurutu;18409;3 - 10001 até 20000
2406155;2 - Nordeste;24;RN;Jundiá;3821;1 - Até 5000
2406205;2 - Nordeste;24;RN;Lagoa d'Anta;6640;2 - 5001 até 10000
2406304;2 - Nordeste;24;RN;Lagoa de Pedras;7425;2 - 5001 até 10000
2406403;2 - Nordeste;24;RN;Lagoa de Velhos;2762;1 - Até 5000
2406502;2 - Nordeste;24;RN;Lagoa Nova;15110;3 - 10001 até 20000
2406601;2 - Nordeste;24;RN;Lagoa Salgada;8076;2 - 5001 até 10000
2406700;2 - Nordeste;24;RN;Lajes;11065;3 - 10001 até 20000
2406809;2 - Nordeste;24;RN;Lajes Pintadas;4794;1 - Até 5000
2406908;2 - Nordeste;24;RN;Lucrécia;3897;1 - Até 5000
2407005;2 - Nordeste;24;RN;Luís Gomes;10086;3 - 10001 até 20000
2407104;2 - Nordeste;24;RN;Macaíba;76801;5 - 50001 até 100000
2407203;2 - Nordeste;24;RN;Macau;31037;4 - 20001 até 50000
2407252;2 - Nordeste;24;RN;Major Sales;3856;1 - Até 5000
2407302;2 - Nordeste;24;RN;Marcelino Vieira;8502;2 - 5001 até 10000
2407401;2 - Nordeste;24;RN;Martins;8661;2 - 5001 até 10000
2407500;2 - Nordeste;24;RN;Maxaranguape;11628;3 - 10001 até 20000
2407609;2 - Nordeste;24;RN;Messias Targino;4489;1 - Até 5000
2407708;2 - Nordeste;24;RN;Montanhas;11608;3 - 10001 até 20000
2407807;2 - Nordeste;24;RN;Monte Alegre;21996;4 - 20001 até 50000
2407906;2 - Nordeste;24;RN;Monte das Gameleiras;2240;1 - Até 5000
2408003;2 - Nordeste;24;RN;Mossoró;284288;6 - 100001 até 500000
2408102;2 - Nordeste;24;RN;Natal;862044;7 - Maior que 500000
2408201;2 - Nordeste;24;RN;Nísia Floresta;26208;4 - 20001 até 50000
2408300;2 - Nordeste;24;RN;Nova Cruz;37239;4 - 20001 até 50000
2408409;2 - Nordeste;24;RN;Olho-d'Água do Borges;4380;1 - Até 5000
2408508;2 - Nordeste;24;RN;Ouro Branco;4866;1 - Até 5000
2408607;2 - Nordeste;24;RN;Paraná;4194;1 - Até 5000
2408706;2 - Nordeste;24;RN;Paraú;3907;1 - Até 5000
2408805;2 - Nordeste;24;RN;Parazinho;5127;2 - 5001 até 10000
2408904;2 - Nordeste;24;RN;Parelhas;21387;4 - 20001 até 50000
2408953;2 - Nordeste;24;RN;Rio do Fogo;10684;3 - 10001 até 20000
2409100;2 - Nordeste;24;RN;Passa e Fica;12424;3 - 10001 até 20000
2409209;2 - Nordeste;24;RN;Passagem;3057;1 - Até 5000
2409308;2 - Nordeste;24;RN;Patu;12635;3 - 10001 até 20000
2409332;2 - Nordeste;24;RN;Santa Maria;5259;2 - 5001 até 10000
2409407;2 - Nordeste;24;RN;Pau dos Ferros;29696;4 - 20001 até 50000
2409506;2 - Nordeste;24;RN;Pedra Grande;3467;1 - Até 5000
2409605;2 - Nordeste;24;RN;Pedra Preta;2587;1 - Até 5000
2409704;2 - Nordeste;24;RN;Pedro Avelino;7122;2 - 5001 até 10000
2409803;2 - Nordeste;24;RN;Pedro Velho;14787;3 - 10001 até 20000
2409902;2 - Nordeste;24;RN;Pendências;14579;3 - 10001 até 20000
2410009;2 - Nordeste;24;RN;Pilões;3723;1 - Até 5000
2410108;2 - Nordeste;24;RN;Poço Branco;14994;3 - 10001 até 20000
2410207;2 - Nordeste;24;RN;Portalegre;7760;2 - 5001 até 10000
2410256;2 - Nordeste;24;RN;Porto do Mangue;5788;2 - 5001 até 10000
2410306;2 - Nordeste;24;RN;Serra Caiada;9666;2 - 5001 até 10000
2410405;2 - Nordeste;24;RN;Pureza;9208;2 - 5001 até 10000
2410504;2 - Nordeste;24;RN;Rafael Fernandes;5001;2 - 5001 até 10000
2410603;2 - Nordeste;24;RN;Rafael Godeiro;3202;1 - Até 5000
2410702;2 - Nordeste;24;RN;Riacho da Cruz;3442;1 - Até 5000
2410801;2 - Nordeste;24;RN;Riacho de Santana;4279;1 - Até 5000
2410900;2 - Nordeste;24;RN;Riachuelo;7753;2 - 5001 até 10000
2411007;2 - Nordeste;24;RN;Rodolfo Fernandes;4548;1 - Até 5000
2411056;2 - Nordeste;24;RN;Tibau;3978;1 - Até 5000
2411106;2 - Nordeste;24;RN;Ruy Barbosa;3683;1 - Até 5000
2411205;2 - Nordeste;24;RN;Santa Cruz;38538;4 - 20001 até 50000
2411403;2 - Nordeste;24;RN;Santana do Matos;13517;3 - 10001 até 20000
2411429;2 - Nordeste;24;RN;Santana do Seridó;2661;1 - Até 5000
2411502;2 - Nordeste;24;RN;Santo Antônio;23681;4 - 20001 até 50000
2411601;2 - Nordeste;24;RN;São Bento do Norte;2935;1 - Até 5000
2411700;2 - Nordeste;24;RN;São Bento do Trairí;4262;1 - Até 5000
2411809;2 - Nordeste;24;RN;São Fernando;3572;1 - Até 5000
2411908;2 - Nordeste;24;RN;São Francisco do Oeste;4138;1 - Até 5000
2412005;2 - Nordeste;24;RN;São Gonçalo do Amarante;96759;5 - 50001 até 100000
2412104;2 - Nordeste;24;RN;São João do Sabugi;6196;2 - 5001 até 10000
2412203;2 - Nordeste;24;RN;São José de Mipibu;42773;4 - 20001 até 50000
2412302;2 - Nordeste;24;RN;São José do Campestre;12896;3 - 10001 até 20000
2412401;2 - Nordeste;24;RN;São José do Seridó;4528;1 - Até 5000
2412500;2 - Nordeste;24;RN;São Miguel;23100;4 - 20001 até 50000
2412559;2 - Nordeste;24;RN;São Miguel do Gostoso;9333;2 - 5001 até 10000
2412609;2 - Nordeste;24;RN;São Paulo do Potengi;17066;3 - 10001 até 20000
2412708;2 - Nordeste;24;RN;São Pedro;6255;2 - 5001 até 10000
2412807;2 - Nordeste;24;RN;São Rafael;8349;2 - 5001 até 10000
2412906;2 - Nordeste;24;RN;São Tomé;11196;3 - 10001 até 20000
2413003;2 - Nordeste;24;RN;São Vicente;6364;2 - 5001 até 10000
2413102;2 - Nordeste;24;RN;Senador Elói de Souza;6034;2 - 5001 até 10000
2413201;2 - Nordeste;24;RN;Senador Georgino Avelino;4269;1 - Até 5000
2413300;2 - Nordeste;24;RN;Serra de São Bento;5890;2 - 5001 até 10000
2413359;2 - Nordeste;24;RN;Serra do Mel;11336;3 - 10001 até 20000
2413409;2 - Nordeste;24;RN;Serra Negra do Norte;8106;2 - 5001 até 10000
2413508;2 - Nordeste;24;RN;Serrinha;6568;2 - 5001 até 10000
2413557;2 - Nordeste;24;RN;Serrinha dos Pintos;4775;1 - Até 5000
2413607;2 - Nordeste;24;RN;Severiano Melo;4278;1 - Até 5000
2413706;2 - Nordeste;24;RN;Sítio Novo;5384;2 - 5001 até 10000
2413805;2 - Nordeste;24;RN;Taboleiro Grande;2494;1 - Até 5000
2413904;2 - Nordeste;24;RN;Taipu;12334;3 - 10001 até 20000
2414001;2 - Nordeste;24;RN;Tangará;15354;3 - 10001 até 20000
2414100;2 - Nordeste;24;RN;Tenente Ananias;10558;3 - 10001 até 20000
2414159;2 - Nordeste;24;RN;Tenente Laurentino Cruz;5928;2 - 5001 até 10000
2414209;2 - Nordeste;24;RN;Tibau do Sul;13017;3 - 10001 até 20000
2414308;2 - Nordeste;24;RN;Timbaúba dos Batistas;2408;1 - Até 5000
2414407;2 - Nordeste;24;RN;Touros;33228;4 - 20001 até 50000
2414456;2 - Nordeste;24;RN;Triunfo Potiguar;3386;1 - Até 5000
2414506;2 - Nordeste;24;RN;Umarizal;10864;3 - 10001 até 20000
2414605;2 - Nordeste;24;RN;Upanema;12853;3 - 10001 até 20000
