Ano;UF;MUNICIPIO;CODMUN_IBGE
201412;AC;ACRELANDIA;1200013
201412;AC;ASSIS BRASIL;1200054
201412;AC;BRASILEIA;1200104
201412;AC;BUJARI;1200138
201412;AC;CRUZEIRO DO SUL;1200203
201412;AC;CRUZEIRO DO SUL;1200203
201412;AC;EPITACIOLANDIA;1200252
201412;AC;FEIJO;1200302
201412;AC;MANCIO LIMA;1200336
201412;AC;PLACIDO DE CASTRO;1200385
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;RIO BRANCO;1200401
201412;AC;SENA MADUREIRA;1200500
201412;AC;SENADOR GUIOMARD;1200450
201412;AC;TARAUACA;1200609
201412;AC;XAPURI;1200708
201412;AL;AGUA BRANCA;2700102
201412;AL;ARAPIRACA;2700300
201412;AL;ARAPIRACA;2700300
201412;AL;ATALAIA;2700409
201412;AL;BATALHA;2700706
201412;AL;BOCA DA MATA;2701001
201412;AL;CAMPO ALEGRE;2701407
201412;AL;CANAPI;2701605
201412;AL;COITE DO NOIA;2702009
201412;AL;COLONIA LEOPOLDINA;2702108
201412;AL;CORURIPE;2702306
201412;AL;DELMIRO GOUVEIA;2702405
201412;AL;ESTRELA DE ALAGOAS;2702553
201412;AL;FEIRA GRANDE;2702603
201412;AL;GIRAU DO PONCIANO;2702900
201412;AL;IGACI;2703106
201412;AL;IGREJA NOVA;2703205
201412;AL;INHAPI;2703304
201412;AL;JOAQUIM GOMES;2703809
201412;AL;JUNQUEIRO;2704005
201412;AL;LIMOEIRO DE ANADIA;2704203
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MACEIO;2704302
201412;AL;MAJOR ISIDORO;2704401
201412;AL;MARAGOGI;2704500
201412;AL;MARAVILHA;2704609
201412;AL;MARECHAL DEODORO;2704708
201412;AL;MATA GRANDE;2705002
201412;AL;MATRIZ DE CAMARAGIBE;2705101
201412;AL;MURICI;2705507
201412;AL;NOVO LINO;2705606
201412;AL;OLHO D'AGUA DAS FLORES;2705705
201412;AL;OURO BRANCO;2706109
201412;AL;PALMEIRA DOS INDIOS;2706307
